old,new,speaker,english,speaker,english,speaker
"あぁ、覚者か
いつも絶妙なタイミングで現れるな――
いや、助かるよ",,Wilson,,Wilson,,Wilson
"実は、また奇妙な事件が起こっていてな――
人手が足りていないから、協力してくれると助かる",,Wilson,,Wilson,,Wilson
"実は昨晩頃から、ハイデル周辺でアンデッドの
目撃証言が急増している
奴らが日の当たる場所に出るなんて珍しいんだが――",,Wilson,,Wilson,,Wilson
"手が回っていない場所を調査してきてくれないか？
場所は《<SPOT 715>》だ
何か変わったものを見つけたら、持ってきてくれ",,Wilson,,Wilson,,Wilson
"アンデッドの奴らが日の当たる場所に
出るなんて珍しいんだが――
やれやれ、また奇怪な事件って訳か",,Wilson,,Wilson,,Wilson
"覚者よ、もしできるなら
手が回っていない場所を調査してきてくれないか？
場所は《<SPOT 715>》だ
何か変わったものを見つけたら、持ってきてくれ",,Wilson,,Wilson,,Wilson
"これは――いったいなんだ？
随分禍々しい見た目だが――
俺は魔法やら竜力やらに詳しいわけじゃないが
それでも、こう――不思議なパワーを感じるな",,Wilson,,Wilson,,Wilson
"はぁ――竜力が絡んでるとなると、
厄介なことになりそうだな",,Wilson,,Wilson,,Wilson
"この件は覚者、専門家であるお前に任せた
とにかくアンデッド騒ぎを収めてくれればいいから
解決したら報告してくれ",,Wilson,,Wilson,,Wilson
"この件は覚者、専門家であるお前に任せた
とにかくアンデッド騒ぎを収めてくれればいいから
解決したら報告してくれ",,Wilson,,Wilson,,Wilson
"――こういう普段見かけないものが見つかると
大体いつも面倒なことが起きるんだよ――
しかも、なぜかいつも俺が当直の時に起きるんだよな",,Wilson,,Wilson,,Wilson
"――なに？
異世界から来た喋るスケルトンが
世界征服のために潜入してるだと？",,Wilson,,Wilson,,Wilson
"かわいそうに、打ちどころが悪かったんだな
この村の宿屋で少し休むと良い",,Wilson,,Wilson,,Wilson
"――あぁ、そうそう、状況が変わったんだ
先ほど、アンデッド掃討特別部隊が編制された
だから、この騒ぎもじきに収まるだろう",,Wilson,,Wilson,,Wilson
"無駄足になって悪かったな
どうせいつもの"竜力の淀み"とかその辺りが
原因なんだろう？",,Wilson,,Wilson,,Wilson
"おそらく、お前にも討伐依頼が
そのうち舞い込むはずだ
その時にはぜひ、協力を頼む",,Wilson,,Wilson,,Wilson
アア――オオ――,,Garrulous Skeleton,,Garrulous Skeleton,,Garrulous Skeleton
"――
――――",,Garrulous Skeleton,,Garrulous Skeleton,,Garrulous Skeleton
"人間――キサマ――
邪魔ヲスルナ――",,Garrulous Skeleton,,Garrulous Skeleton,,Garrulous Skeleton
"――
――――",,Garrulous Skeleton,,Garrulous Skeleton,,Garrulous Skeleton
"――頭ニ乗ルナヨ、人間
コレ以上、モモン――アインズ様ノ邪魔スレバ
殺ス",,Garrulous Skeleton,,Garrulous Skeleton,,Garrulous Skeleton
馬鹿メ、カカッタナ！,,Garrulous Skeleton,,Garrulous Skeleton,,Garrulous Skeleton
"ココハ俺ノナワバリ――
人間ゴトキガココマデ来レルカナ？",,Garrulous Skeleton,,Garrulous Skeleton,,Garrulous Skeleton
"愚カナ冒険者メ
アインズ様ノ僕タル俺ニ出会ッタコトヲ
後悔シナガラ――朽チ果テルガ良イ！",,Garrulous Skeleton,,Garrulous Skeleton,,Garrulous Skeleton
"ゲェッ！
ナンテ執念深サ――！",,Garrulous Skeleton,,Garrulous Skeleton,,Garrulous Skeleton
