old,speaker,english,speaker,english,speaker
"おお、おお、待っておったぞ！！
――実は困ったことになったのだ――！",Joseph,,Joseph,,Joseph
"内密でおまえに頼みたいことがある
他でもないミシアルのことなのだが――",Joseph,,Joseph,,Joseph
"新たなアークが現れ、その調査やイリスの件
そしてこの一連の出来事に関わる重大な可能性に
ついて話し合わなければならぬ中――",Joseph,,Joseph,,Joseph
"今度はミシアルの姿が見当たらないのだ
まさかメイリーフのように連れ去られた
などということはないだろうが",Joseph,,Joseph,,Joseph
"ミシアルが白竜の傍を離れるなど
ここしばらくなかったことだ――！",Joseph,,Joseph,,Joseph
"キャメロンあたりが彼女の姿を見たかもしれんな
大きな混乱になる前に
ミシアルを連れ戻してくれ",Joseph,,Joseph,,Joseph
"ミシアルが白竜の傍を離れるなど
ここしばらくなかったことだ――！",Joseph,,Joseph,,Joseph
"もし自分の脚で出たのなら
大階段を通ったはず",Joseph,,Joseph,,Joseph
"キャメロンあたりが彼女の姿を見たかもしれんな
大きな混乱になる前に
ミシアルを連れ戻してくれ",Joseph,,Joseph,,Joseph
"こんにちは、覚者さま！
はいなんでしょう
わたしに聞きたいこと、ですか？",Cameron,,Cameron,,Cameron
"ああ！　ミシアルさまのことですね
たしかにここをお通りになって
宿場区の方へと歩いていかれました",Cameron,,Cameron,,Cameron
"でも実は――びっくりしてご挨拶したら
みんなには内緒と言われてしまって――",Cameron,,Cameron,,Cameron
"覚者さまだからお話ししましたけど
できればそっとしてあげてくださいね",Cameron,,Cameron,,Cameron
"ミシアルさまは白竜の巫女として
ずっと謁見の間にいらして
外を――、神殿内ですら
あまり出歩かれることがないから",Cameron,,Cameron,,Cameron
"息抜きというか、一人になりたいというか
そんなご気分になられたんじゃないかなって",Cameron,,Cameron,,Cameron
――なんか、分かる気がするんです,Cameron,,Cameron,,Cameron
"ミシアルさまは、たしかにここをお通りになって
宿場区の方へと歩いていかれました",Cameron,,Cameron,,Cameron
"でも――覚者さまだからお話ししましたけど
できればそっとしてあげてくださいね",Cameron,,Cameron,,Cameron
"息抜きというか、一人になりたいというか
そんなご気分になられたんだと思うんです",Cameron,,Cameron,,Cameron
あなたは――？,Mysial,,Mysial,,Mysial
"謁見の間を抜けだしたこと
やはり気づかれてしまったようですね",Mysial,,Mysial,,Mysial
"こんな時だとは分かっていたのですが
勝手をしてしまったこと、許してください",Mysial,,Mysial,,Mysial
"――でも、来てくれたのがあなたで良かった
少しだけわたしのわがままに付き合って
くれませんか？",Mysial,,Mysial,,Mysial
"覚者であるあなたに護衛を依頼している――
そう思ってくれてかまいません",Mysial,,Mysial,,Mysial
"用が終われば謁見の間に戻ると約束します
ジョゼフにはわたしから話しておきますので",Mysial,,Mysial,,Mysial
やはりずっと前の話になりますが――,Mysial,,Mysial,,Mysial
"恋人らしき殿方に装飾品をねだって
いる女性をこのバザーで見たことがあります",Mysial,,Mysial,,Mysial
"心の中で応援したのですが
残念ながら彼女の望みはかないませんでした",Mysial,,Mysial,,Mysial
それでも、なぜか楽しそうでしたけどね,Mysial,,Mysial,,Mysial
"時々、普通の十七歳の女の子だったら
どうだったのだろう――と思います",Mysial,,Mysial,,Mysial
"普通の女の子だったら
わたしは何を嬉しいと思うのだろう――",Mysial,,Mysial,,Mysial
何を見て笑うのだろう――,Mysial,,Mysial,,Mysial
そんなことを考えるのも楽しいものです,Mysial,,Mysial,,Mysial
"わたしも殿方に装飾品をねだるのかも
しれませんね",Mysial,,Mysial,,Mysial
あら？,Mysial,,Mysial,,Mysial
"白竜様は今、夢を見ているようです
ええ、感じるのです",Mysial,,Mysial,,Mysial
"空を飛んでいる夢です
この上を大きく旋回する夢――",Mysial,,Mysial,,Mysial
"夢の中の人々は――
道行く人は誰も空を見上げようとはしません
白竜様はまったく気にしていないけれど
わたしは――悲しくてたまりません",Mysial,,Mysial,,Mysial
"わたしは空にいる白竜様を見た記憶があります
現実の記憶なのか想像した風景なのか
判然としないのですが――",Mysial,,Mysial,,Mysial
"その記憶の中でも、やはり人々は
空を見上げたりはしませんでした",Mysial,,Mysial,,Mysial
"でも、それが自然なのです
その頃の白竜様は特別な存在ではなくて
風や雲と同じでしたから",Mysial,,Mysial,,Mysial
"それなのに今、わたしはどうして
誰も空を見上げないことを悲しく思うのか――",Mysial,,Mysial,,Mysial
"もしかしたら、人々はもう白竜様を
必要としていないのかもしれない――
そんなことを思ってしまうからでしょうか",Mysial,,Mysial,,Mysial
"人々は白竜様のために戦うのではなく
純粋に自分の幸福のために戦う――
いえ、戦う必要すらないのかもしれない",Mysial,,Mysial,,Mysial
世界はそれでもいいんじゃないか――と,Mysial,,Mysial,,Mysial
"む――どうしたことだ
こんな時だというのに
彼女の姿が見当たらぬが――",Joseph,,Joseph,,Joseph
"ああ、お前か
少し気がかりなことがあってな",Joseph,,Joseph,,Joseph
"いや、今はいいのだ
事によっては後でおまえの力を
借りることになるかもしれんが――",Joseph,,Joseph,,Joseph
