old,speaker
"ふむ――やはり話してみたほうが良さそうだ
覚者よ、ひとつ頼まれてくれないだろうか",Kirsty
"この小屋の前を崖沿いに下りていったところに
《<STG 1006>》という洞窟があるのだがね
その洞窟を、メガドの護衛兵の姿をした人間が
しばしば訪れているようなのだ",Kirsty
"落城した王都の兵が何故に洞窟を訪れるのか
そして帰りはいつも
ボロボロの姿で崖道を上がっていくのだ
なんとも気味が悪くてね",Kirsty
"先日も、彼が洞窟に向かう姿を見かけたのだが――
まだ戻ってくる気配がないんだ",Kirsty
"流石に心配になってきてね
そこでおまえに様子を探って貰い
状況次第では彼を助けて欲しいのだが――
どうかな？",Kirsty
"わたしが洞窟に行くのは、わけもないのだが
小屋を留守にするわけにもいかないのだよ
人手不足ここに極まれり、というやつだな",Kirsty
"そういうわけで、《<STG 1006>》で
メガド護衛兵の姿をした彼の捜索と救助
よろしく頼んだよ",Kirsty
"むっ、そなたは何者だ
このようなところで何をしている？",Revento
"私はメガド護衛大隊所属の<NPC 599>と申す者
ここで魔物どもと戦っていたところだ",Revento
"こたびの王都陥落、まことに遺憾の極み
我ら護衛兵がより盤石であったなら
あのような暴挙を許すことはなかったのだ",Revento
"私は自分自身の不甲斐なさを恥じ
屈辱のあの日以来、魔物どもを相手に
各地で自分自身を鍛えなおす日々を送っている",Revento
"さあ！　もういないのか、魔物ども！
<NPC 599>はここにいるぞ！
相手をしてやるからかかってくるがいい！",Revento
さあ、私はこっちだ！　かかってこい！,Revento
ぐっ――なかなかやるではないか、魔物ども！,Revento
どうしたことか――身体が思うように動かない――,Revento
"むぅ、どうやら無関係なそなたを
私の修練に巻き込んでしまったようだな
謹んでお詫び申し上げる",Revento
"――なに、無関係ではない？
そなたは私を探しにここまで来たというのか
見ず知らずの私のために危険を冒して――",Revento
"それは――なんというか
そなたは相当の変わり者だな",Revento
"だが私のことなら放っておいてもらって問題ない
ここからが気合の入れどころなのだ
もう少しここで魔物と戦っていくことにしたい
私のことは気にせず、先に帰っていてくれ",Revento
"むむぅ――私としたことが修練相手に
手痛い反撃を食らってしまったようだ",Revento
"このようなことでは、再びあの日の屈辱を
味わうことになってしまうやもしれん
まだまだ鍛錬が必要なようだ",Revento
"今の戦いにおける自分自身を省みてみるに
どうやら私は――寝不足だったようだな
魔物相手に戦っているうちに
もう幾日も過ぎていたような気がする",Revento
"私はここでひと眠りしていくとしよう
そなたは私のことは気にせず
先に帰っていてくれ――",Revento
"戻ったか
して、首尾はいかに――",Kirsty
"ふむ、件の兵装の人物は洞窟内で
修練をしていた王都の護衛兵であった、と",Kirsty
"やれやれ、護衛隊の士官ともあろう者が
このような時に随分と呑気なものだな",Kirsty
"それで当の本人は今どこにいるのか
――何？　引き続き洞窟内で修練を続けている？
もはや呆れ果てたと言う他ないな",Kirsty
"だがそこまで言うからには
自らの力量も引き際もわきまえているのだろう
放置しておいて差し支えなさそうだ
覚者よ、ご苦労だった",Kirsty
"戻ったか
して、首尾はいかに――",Kirsty
"ふむ、件の兵装の人物は洞窟内で
修練をしていた王都の護衛兵であった、と",Kirsty
"やれやれ、護衛隊の士官ともあろう者が
このような時に随分と呑気なものだな",Kirsty
"それで当の本人は今どこにいるのか
――何？　寝不足がたたって洞窟内で寝ている？
もはや呆れ果てたと言う他ないな",Kirsty
"だがそのような者でも、あの激戦の中
ここまで生き延びてこられたのは確かだ
放っておいて問題ないだろう
覚者よ、ご苦労だった",Kirsty
