old,speaker,english,speaker,english,speaker
"隊長！
ほら、隊長が海岸で見つけた女の子",Lise,,Lise,,Lise
"メイリーフの家にいるから様子を見てきたら？
意識はまだ戻らないみたいだけどね",Lise,,Lise,,Lise
"わたしもあとで見に行くつもりだけど
なかなかない雰囲気の美人だって評判みたい",Lise,,Lise,,Lise
"例の島に現れた黒い鎧の騎士は
セシリーなる者を探していたのだとか",Joseph,,Joseph,,Joseph
"メイリーフの家で眠る娘が
そのセシリーではないことを祈るよ",Joseph,,Joseph,,Joseph
メイリーフの家はもう行ったのかい？,Klaus,,Klaus,,Klaus
"眠り姫がいるという噂で野次馬が集まって
あのあたりは大変なことになったってね
騎士団が出動して追い払ったらしいよ",Klaus,,Klaus,,Klaus
"用がないなら、俺はそのあたりを
ぶらついてくるぜ",Gurdolin,,Gurdolin,,Gurdolin
あの人、ここへ来てからずっとうなされているの,Mayleaf,,Mayleaf,,Mayleaf
"怖い夢を見ているのかな――
そっとしておいた方がいいのか
起こした方がいいのか――どっちかな？",Mayleaf,,Mayleaf,,Mayleaf
"殿方の訪問が増えて、ええ、本音を言えば
迷惑しているんですよ
ゲルト騎士団長に相談するつもりです",Pamela,,Pamela,,Pamela
うう――,Cecily,,Cecily,,Cecily
"こんなつらそうに眠る人を見たことがありません
起こした方がいいと思うんですけど――
隊長、どうします？",Elliot,,Elliot,,Elliot
"お願いです
わたしがいた場所へ連れていってください",Cecily,,Cecily,,Cecily
"もう少し休んだ方がいいなんて勧めても
きっと聞きいれてくれないですよ",Elliot,,Elliot,,Elliot
"俺、わかるんです
それなりに痛い目にあってますから",Elliot,,Elliot,,Elliot
"あの人、セシリーっていうんだね
仲良くなれるといいなあ",Mayleaf,,Mayleaf,,Mayleaf
隊長、厄介なことになってます,Elliot,,Elliot,,Elliot
ズールを覚えてます？　魔物のズール,Elliot,,Elliot,,Elliot
"あいつは以前、隊長に倒されたはずなのに
復活したようなんです",Elliot,,Elliot,,Elliot
"それに、若い女を探していて
それがセシリーらしいんです",Elliot,,Elliot,,Elliot
"差し出さないと村を焼き尽くしてやると
息巻いていて――",Elliot,,Elliot,,Elliot
今は海岸をうろついているみたいです,Elliot,,Elliot,,Elliot
"ズールが戻るかもしれないので
俺はここで警戒してます
見つけたら、海岸まで村の誰かを走らせます",Elliot,,Elliot,,Elliot
"わたしを探している魔物のせいで
村に被害が出ているそうです",Cecily,,Cecily,,Cecily
"力を貸してください
村を助けなくてはなりません！",Cecily,,Cecily,,Cecily
"わたしを探している魔物の名は
ズールだと聞きました
でも、まったく心当たりがないのです",Cecily,,Cecily,,Cecily
オマイだ！　オマイが嫌いだ！,Zuhl,,Zuhl,,Zuhl
邪魔だ！　どけい！,Zuhl,,Zuhl,,Zuhl
女の気配がするぞ！　女はどこだ！,Zuhl,,Zuhl,,Zuhl
オマイら、逆らってもいいことないぞ！？,Zuhl,,Zuhl,,Zuhl
おらおらおら！,Zuhl,,Zuhl,,Zuhl
オレの怖さ、忘れたか～？,Zuhl,,Zuhl,,Zuhl
容赦はしないぞ？　知ってるんだろ？,Zuhl,,Zuhl,,Zuhl
オマイ、まだまだ弱いぞ～！,Zuhl,,Zuhl,,Zuhl
オレは厄災――そう簡単には消えないぞぉ,Zuhl,,Zuhl,,Zuhl
オマイ――女を隠しているな――,Zuhl,,Zuhl,,Zuhl
女は――どこだ――,Zuhl,,Zuhl,,Zuhl
黒騎士よ――どうか力を――,Zuhl,,Zuhl,,Zuhl
"聞きましたよ！
ズールをさっさと追い払ったんですよね
さすが隊長！",Elliot,,Elliot,,Elliot
