old,new,speaker,english,speaker,english,speaker
"お腹壊してた時
あの草を持ってきてくれて、ありがとうね",,Carrie,,Carrie,,Carrie
"気を取り直して――
食料探し、行ってみようかな",,Carrie,,Carrie,,Carrie
"いつまでもここでうずくまってるわけには
いかないよね",,Carrie,,Carrie,,Carrie
"外に行くのは、やっぱり怖い
でも――食料が無くなっちゃうのは
もっと怖いんだから",,Carrie,,Carrie,,Carrie
"また――
外に連れてってくれる？",,Carrie,,Carrie,,Carrie
"よかった―――
あなたが一緒にいてくれると思うと
ちょっとは勇気が出てくるよ",,Carrie,,Carrie,,Carrie
"それじゃあ、出発する？
アタシはいつでも大丈夫だけど――",,Carrie,,Carrie,,Carrie
出発する,Depart,Carrie,,Carrie,,Carrie
――少し待ってくれ,...wait a little while,Carrie,,Carrie,,Carrie
"とりあえず――
今日は、砦から出たところの野原に
行ってみるね",,Carrie,,Carrie,,Carrie
"うう――
なんか急に決意が揺らいできちゃった
本当に大丈夫かな
あなたも嫌になったりしてない？",,Carrie,,Carrie,,Carrie
"うーん
砦の外に出るまでが一番緊張するみたい
一度出ちゃうと、意外と――",,Carrie,,Carrie,,Carrie
今のところ魔物もいないし――,,Carrie,,Carrie,,Carrie
"よ――よし！
食料、いっぱい見つけるんだから",,Carrie,,Carrie,,Carrie
"や、やっぱり魔物って
けっこう身近なところにいるのね――",,Carrie,,Carrie,,Carrie
"ううん、ちょっとびっくりしただけ
まだ頑張れるわ",,Carrie,,Carrie,,Carrie
"それにしても、あなたって本当に強いんだね
人を守りながら戦えるって
すごいことなんだって聞いたことがあるよ",,Carrie,,Carrie,,Carrie
"次は丘で食料を集めたいから
もう少し付き合ってね！",,Carrie,,Carrie,,Carrie
"あ――
ねぇ見て！　ブタの群れ！",,Carrie,,Carrie,,Carrie
"しかも３匹も！
アタシ、ブタって大好きなんだ！
この子たちも、魔軍から逃げてきたのかな",,Carrie,,Carrie,,Carrie
"この子たちに何かしてあげたいけど
食料はあげられないし――
どうしようかなぁ",,Carrie,,Carrie,,Carrie
名前を付けることを提案する,Suggest to name,Carrie,,Carrie,,Carrie
リボンを結ぶことを提案する,Suggest tying ribbons,Carrie,,Carrie,,Carrie
"それって素敵！
どんな名前にしようか迷うなぁ",,Carrie,,Carrie,,Carrie
"一匹ずつ個性があるもんね
背中の模様とか――
鼻の形とか―シメり気具合も――",,Carrie,,Carrie,,Carrie
"あ――そういえば
こんなことしてる場合じゃなかった！",,Carrie,,Carrie,,Carrie
"さっさと食料を集めて
砦に戻らないといけないよね",,Carrie,,Carrie,,Carrie
"リボンかぁ
うーん、あなたの案も悪くはないんだけど――",,Carrie,,Carrie,,Carrie
"ブタさんってさ、泥の上で
転がり回るのが好きなんだ
リボンはすぐ汚れて邪魔になっちゃうかも",,Carrie,,Carrie,,Carrie
"大丈夫、ブタさんはリボンなんてなくたって
そのままで十分素晴らしいからね！",,Carrie,,Carrie,,Carrie
"あ――そういえば
こんなことしてる場合じゃなかった！",,Carrie,,Carrie,,Carrie
"さっさと食料を集めて
砦に戻らないといけないよね",,Carrie,,Carrie,,Carrie
"ふぅ――
"ただの魔物"で良かった――",,Carrie,,Carrie,,Carrie
"食料探しに夢中でここまで来ちゃったけど
ここってどう見ても水辺だよね――？",,Carrie,,Carrie,,Carrie
"ということはさ
"アイツ"がいるかもしれないよね――",,Carrie,,Carrie,,Carrie
"あ――でも、ちょっと待って！
よく見るとこのあたりの地面――
"食料が埋まってそうな地面"だ！",,Carrie,,Carrie,,Carrie
"すぐに掘り返してみるから待ってて
できるだけ早くするから
絶対置いていかないでね！",,Carrie,,Carrie,,Carrie
"やっぱり食料が埋まってたよ！
見えないところにまで気を配らないとね",,Carrie,,Carrie,,Carrie
"うん、食料もある程度集まったし
そろそろ帰ろっか",,Carrie,,Carrie,,Carrie
"今日はありがとう！
今晩みんなが食べる分は
なんとか集められたよ",,Carrie,,Carrie,,Carrie
"実はね、砦に物資を運ぶ輸送隊が
こっちに向かってるって話なんだ",,Carrie,,Carrie,,Carrie
"物資が届くようになれば
明日食べるものを心配して
うろたえる必要も無くなるよね",,Carrie,,Carrie,,Carrie
"もうそろそろ着くって聞いたけど
まだかなぁ――",,Carrie,,Carrie,,Carrie
こっち来ないでってば！,,Carrie,,Carrie,,Carrie
う～ん　食べられそうなものは――,,Carrie,,Carrie,,Carrie
えぇ！？,,Carrie,,Carrie,,Carrie
う～ん　食べられそうなものは――,,Carrie,,Carrie,,Carrie
ねぇ！,,Carrie,,Carrie,,Carrie
