old,speaker,english,speaker,english,speaker
"感じているか？
メルゴダ王宮の方から
一層邪悪な気配が漂っている",Metrophanes,,Metrophanes,,Metrophanes
"また新たな魔物が生み出されたに違いない
今のうちに何とか倒せないものだろうか",Metrophanes,,Metrophanes,,Metrophanes
"覚者の力
当てにさせて頂きたい――",Metrophanes,,Metrophanes,,Metrophanes
"感じているか？
メルゴダ王宮の方から
一層邪悪な気配が漂っている",Metrophanes,,Metrophanes,,Metrophanes
"また禍々しい魔物が生み出されたに違いない
今のうちに何とか倒せないものだろうか",Metrophanes,,Metrophanes,,Metrophanes
"覚者の力
当てにさせて頂きたい――",Metrophanes,,Metrophanes,,Metrophanes
"感じているか？
メルゴダ王宮の方から
一層邪悪な気配が漂っている",Metrophanes,,Metrophanes,,Metrophanes
だがこれはケタ違いだ！,Metrophanes,,Metrophanes,,Metrophanes
"信じられない化け物が生み出されたに違いない
今のうちに何とかしなければ
大変な事態になりかねない",Metrophanes,,Metrophanes,,Metrophanes
"覚者の力
当てにさせて頂きたい――",Metrophanes,,Metrophanes,,Metrophanes
そうか、やってくれたか！,Metrophanes,,Metrophanes,,Metrophanes
"僅かばかりの抵抗だが、確かな一歩だ
力を貸してくれて感謝するぞ",Metrophanes,,Metrophanes,,Metrophanes
そうか、やってくれたか！,Metrophanes,,Metrophanes,,Metrophanes
"僅かばかりの抵抗だが
これで急場の危機は、切り抜けることができた――",Metrophanes,,Metrophanes,,Metrophanes
力を貸してくれて感謝するぞ,Metrophanes,,Metrophanes,,Metrophanes
"そうか、よくぞやってくれた！
覚者とはかくも見事なものか",Metrophanes,,Metrophanes,,Metrophanes
"これでメルゴダを襲った惨事は
未然に防ぐことができた――",Metrophanes,,Metrophanes,,Metrophanes
力を貸してくれて感謝するぞ,Metrophanes,,Metrophanes,,Metrophanes
状況が悪くなる前に、何としても仕留めてくれ,Metrophanes,,Metrophanes,,Metrophanes
