old,speaker
"この遺跡のことは聞いたことがあるかな？
かつては白竜様が翼を休める
休息の神殿だったというが――はぁ",Arisen Corps Regimental Soldier
"荒れた今では魔物にとって良い環境らしくてな
何度退治しても追い払っても
また戻ってきて住みつきやがる",Arisen Corps Regimental Soldier
"そんなわけで
討伐隊志願者もほとんどいない状態だ
どうだろう――あんたに頼めないか？",Arisen Corps Regimental Soldier
"この遺跡のことは聞いたことがあるかな？
かつては白竜様が翼を休める
休息の神殿だったというが――はぁ",Arisen Corps Regimental Soldier
"荒れた今では魔物にとって良い環境らしくてな
何度退治しても追い払っても
また戻ってきて住みつきやがる",Arisen Corps Regimental Soldier
"そんなわけで
討伐隊志願者もほとんどいない状態だ
どうだろう――あんたに頼めないか？",Arisen Corps Regimental Soldier
"もちろん、楽な仕事じゃないから
相応の報酬を用意するよ",Arisen Corps Regimental Soldier
"この遺跡のことは聞いたことがあるかな？
かつては白竜様が翼を休める
休息の神殿だったというが――はぁ",Arisen Corps Regimental Soldier
"荒れた今では魔物にとって良い環境らしくてな
何度退治しても追い払っても
また戻ってきて住みつきやがる",Arisen Corps Regimental Soldier
"そんなわけで
討伐隊志願者もほとんどいない状態だ
どうだろう――あんたに頼めないか？",Arisen Corps Regimental Soldier
"はっきり言って、魔物はかなり強い
どう猛、凶暴、凶悪で数も多い
それでも良ければ――頼むよ",Arisen Corps Regimental Soldier
"ありがとう――ご苦労だったな
また魔物が増えたらよろしく頼むよ",Arisen Corps Regimental Soldier
"しかし、このイタチごっこは
いつまで繰り返されるんだろうな――",Arisen Corps Regimental Soldier
"ありがとう――ご苦労だったな
また魔物が増えたらよろしく頼むよ",Arisen Corps Regimental Soldier
"しかし、このイタチごっこは
いつまで繰り返されるんだろうな――",Arisen Corps Regimental Soldier
"いやいや、せっかく戦ってくれたのに
愚痴を聞かせちゃ申し訳ない
すまなかった",Arisen Corps Regimental Soldier
"なんと――倒してくれたのか！？
あんた、凄い腕前だな！",Arisen Corps Regimental Soldier
"奴ら、またここに集まるだろうが
あんたがいてくれれば安心だ",Arisen Corps Regimental Soldier
その時はよろしく頼むよ！,Arisen Corps Regimental Soldier
"無理はして欲しくないが――
引き受けたからには――わかるだろ？",Arisen Corps Regimental Soldier
