old,speaker,english,speaker,english,speaker
"さあ！　ハンサムボーイに続きまして
お次はプリティーガールたちのお出ましよ！",Shelly,,Shelly,,Shelly
"心を込めて用意した《渾身のチョコレートケーキ》を
心に決めた一人だけにプレゼントしましょう
それじゃあ早速、彼女たちのアピールタイム！",Shelly,,Shelly,,Shelly
"モテモテ君たちはチョコレートの食べ過ぎで
鼻血を出さないか心配してしまったよ
いや、軽く鼻血でも出してくれた方が――ワハハ！",Angelo,,Angelo,,Angelo
"誰が真のハンサムボーイか
結果発表をお楽しみにッ！",Angelo,,Angelo,,Angelo
"彼女たち全員と話をしてから
誰に《渾身のチョコレートケーキ》を
プレゼントするか決めてね",Shelly,,Shelly,,Shelly
"もちろん今回も、誰か一人に一度だけしか
プレゼントできないから
よーく考えてから渡して！",Shelly,,Shelly,,Shelly
"近頃は想い人にチョコをプレゼントするだけでなく
友達や家族にもプレゼントするんだそうだ
いつどんな時でも、日ごろの感謝や愛の気持ちを
誰かに伝えるというのは――素晴らしいッ！",Angelo,,Angelo,,Angelo
"しかし、人から気持ちのこもった食べ物を
プレゼントされると、もったいなくて
なかなか食べられなくてね
防腐処理して枕元に飾りたいくらいだ",Angelo,,Angelo,,Angelo
"どう？　あなたの《渾身のチョコレートケーキ》
喜んでもらえたかしら？
ウフフ、私までキュンキュンしてきちゃう！",Shelly,,Shelly,,Shelly
"チョコレートをプレゼントするのって
バレンタインの基本でもあり、乙女の一大イベントよね
意中の相手がどれだけチョコレートケーキを貰えたか
その結果はまた改めて発表するわ",Shelly,,Shelly,,Shelly
"それまで楽しみに待っててちょうだい！
そうそう、グレゴリーさんのところで
バレンタインの時期だけの
特別な家具を集めるのもいいかもね",Shelly,,Shelly,,Shelly
"ハンサムボーイもプリティーガールも
誰が一番チョコレートケーキをプレゼントされたか
結果が楽しみだな！",Angelo,,Angelo,,Angelo
"まあ、俺はシェリーちゃんからの
チョコレートケーキがあれば
他には何もいらないんだがね、フフン――",Angelo,,Angelo,,Angelo
"また神殿中が浮足立っているな
――こんな所に呼び出して何の用だ？",Vanessa,,Vanessa,,Vanessa
"バレンタイン？　チョコレートケーキ？
すまないが、わたしは甘いものはそれほど好かない
食べられないというわけではないが――",Vanessa,,Vanessa,,Vanessa
"しかし、嗜好云々の前に
おまえからの好意とくれば純粋に嬉しく思う
それくらいの心のゆとりはあるつもりだ",Vanessa,,Vanessa,,Vanessa
"最初は何事かと思っていたが
たまにはこういった催しも悪くはないな
適度な絆は戦場においても信頼できる要素となる
――無粋なことを言ってしまったか？",Vanessa,,Vanessa,,Vanessa
"やあ、ちょっとした付き添いで
招かれたんだけど
ここがあなた達の住むレスタニアなんだよね？",Gillian,,Gillian,,Gillian
"意中の相手にチョコレートを贈って
愛の告白をするイベント、ね
なるほど、それでここに呼ばれたのか",Gillian,,Gillian,,Gillian
"まあ――正直、よく分からないけど
誰かに贈り物をしたりされたりするのって久しくないな
実は"チョコレートケーキ"とやらにも興味があるよ
よかったら、隊長――私にくれると嬉しい",Gillian,,Gillian,,Gillian
"誰が一番多くもらったか、までがイベントなの？
そんなの競ってどうするっていうのさ
一つ一つに想いがこもってるんだから
量は関係無くない？",Gillian,,Gillian,,Gillian
"なになに？　ここに座ってるだけでいいいの？
そこのお姉さんについてきちゃったけど
酒場ってことは何か美味しい物が
食べられるんだよね？",Carrie,,Carrie,,Carrie
"わぁっ！　チョコレートケーキ！
すっごくおいしそう！　あなたが作ってくれたの？
え、違うの？　まあ良いんだけど",Carrie,,Carrie,,Carrie
"力を付けるためにはお肉料理が一番だけど
やっぱり甘い甘ーいスイーツも素敵よね！
これは心のための栄養ってやつだよ
あーお腹すいてきた、ぜひ食べたいな！",Carrie,,Carrie,,Carrie
"普段は料理をふるまう立場だから
誰かに作ってもらったものを食べるって
なかなかないんだ
こういうお祭りもいいね！",Carrie,,Carrie,,Carrie
"あの、お召しに応じてまいりましたが
私は何をすればよろしいのでしょう？",Lyka,,Lyka,,Lyka
"意中の相手にチョコレートケーキを贈る、ですか
酒場もいつもより活気づいているのは
この催しのためだったのですね",Lyka,,Lyka,,Lyka
"我々ポーンも、主である覚者様方へ
なにかの形で日頃のお返しができればよいのですが",Lyka,,Lyka,,Lyka
"この後、誰が一番チョコレートケーキを貰ったか
集計して発表されるそうです
私はこの場にお呼びいただけただけで十分です――",Lyka,,Lyka,,Lyka
""素敵なお祭り"が始まるんですって？
ふふ、何が始まるのかしら
楽しませてちょうだい",Emerada,,Emerada,,Emerada
"想いを込めた贈り物
念を込めるという意味ではそれもある意味
魔術と一緒なのかもしれないわね
相手が大切であればあるほどその力はより強い――",Emerada,,Emerada,,Emerada
"――あなたが想いを込めた
その黒く輝く芳醇な香りのデザートは
あたくしの唇に触れたがってはいないかしら？
ふふ――誰に贈るにしろ、しっかり考えなさいな",Emerada,,Emerada,,Emerada
"ふふ、あたくしは順位なんかに興味は無いの
この刺激的な雰囲気を味わえただけでも
そこそこ楽しめたから――",Emerada,,Emerada,,Emerada
