old,speaker,english,speaker,english,speaker
"アッカーシェランの人々は竜を失い
町や村も失ってしまった――",Joseph,,Joseph,,Joseph
"想像を絶する苦境に立たされ
人々は生きる気力もなくしかけている",Joseph,,Joseph,,Joseph
"しかし、そのような状況の中で
ジリアンという娘は“希望を探している”と
言った――",Joseph,,Joseph,,Joseph
"それはいったいなんだ？　人か？　物か？
それとなく探るのだ",Joseph,,Joseph,,Joseph
"アッカーシェランの希望が
仮に、一撃で形勢を逆転するほどの
兵器であれば――",Joseph,,Joseph,,Joseph
"向こうとは距離を置いた方が良いという
判断になるだろう
おまえたちがもたらす情報は重要だぞ",Joseph,,Joseph,,Joseph
アッカーシェランは混乱しているんだろう？,Klaus,,Klaus,,Klaus
"ジョゼフ様はあからさまに警戒しているけど
今、交流を深めておくことは
両方の大陸にとって、良いことばかりだと
思うけどね",Klaus,,Klaus,,Klaus
"待ち人が来なければ
こちらから行くしかない",Quintus,,Quintus,,Quintus
"活動の方針を少しばかり変えることにしたから
詳しいことはジリアンから聞いてくれ",Quintus,,Quintus,,Quintus
"しっかしアレだな
人が増えたら活気が出そうなもんだが――",Gurdolin,,Gurdolin,,Gurdolin
"こりゃ気をつけねえと、こっちの気分まで
どんよりしちまうぜ",Gurdolin,,Gurdolin,,Gurdolin
わからないな――,Lise,,Lise,,Lise
"わたしたちは悪しき竜の意志で
ここに来たんだよね？
こっち側にいても、いいのかな？",Lise,,Lise,,Lise
"方針を変えるなんて話が耳に入って
来ましたけど――",Elliot,,Elliot,,Elliot
"俺たち、そもそもの方針だって
知りませんよね",Elliot,,Elliot,,Elliot
メイロワ将軍のことは聞いた？,Gillian,,Gillian,,Gillian
"将軍はわたしたち解放軍の指導者
ちりぢりになっていた仲間たちを集めて
解放軍に仕立てあげた張本人だね",Gillian,,Gillian,,Gillian
"将軍は、あなたたちが来る前に
用があってここを出て行ったんだけど
約束の日を過ぎても戻らないんだ",Gillian,,Gillian,,Gillian
"待っているばかりじゃ何もできやしないから
こっちから探しに行こうと思う",Gillian,,Gillian,,Gillian
"将軍は黒い竜と火竜様の戦いを
間近で目撃した数少ない生き証人",Gillian,,Gillian,,Gillian
"一緒に来て欲しい
あなたたちの役に立つ話も
何か聞けるかもしれない",Gillian,,Gillian,,Gillian
将軍の、だいたいの居場所はわかっているんだ,Gillian,,Gillian,,Gillian
"危険な場所だけど――
だからこそ少数精鋭で乗り込みたくてね",Gillian,,Gillian,,Gillian
"わたしたち、信用されてるみたいだね
うれしくなっちゃうな",Lise,,Lise,,Lise
期待に応えなくちゃね,Lise,,Lise,,Lise
"メイロワ将軍――
どんな人物でしょうね",Elliot,,Elliot,,Elliot
"ここの人たちはなかなか心を開いて
くれないので、少しでも親しみやすい人だと
いいのですが――",Elliot,,Elliot,,Elliot
"リズたちは喜んでるみてえだが
うまく使われてるだけじゃねえか？",Gurdolin,,Gurdolin,,Gurdolin
"ま、流れに呑み込まれねえように
せいぜい気ぃつけようぜ",Gurdolin,,Gurdolin,,Gurdolin
"メイロワ将軍はアッカー家に長く仕える
家臣団の長老のようなお方だ",Quintus,,Quintus,,Quintus
わたしの、かつての上官でもある,Quintus,,Quintus,,Quintus
"ピレモス村から来てくれたんだろう？
助けてくれ！",Liberation Army Soldier,,Liberation Army Soldier,,Liberation Army Soldier
"なになに！？
状況が変わった感じ？",Lise,,Lise,,Lise
いま、伝令らしき兵士が来ましたが――,Elliot,,Elliot,,Elliot
"何があったんでしょうね
悪い報せじゃなければいいんですが",Elliot,,Elliot,,Elliot
"予期せぬ、厄介ごとが起こった――
そんな空気だなこりゃあ",Gurdolin,,Gurdolin,,Gurdolin
"近くの村が敵に襲われているという
情報が入ったの",Gillian,,Gillian,,Gillian
"メイロワ将軍の消息が途絶えたのは
このあたりだけど――",Gillian,,Gillian,,Gillian
"まず、村を救おう
将軍は後まわし",Gillian,,Gillian,,Gillian
オークどもが村で暴れている,Liberation Army Soldier,,Liberation Army Soldier,,Liberation Army Soldier
"村にいる兵で、外へと抜け出せたのは
俺だけでね――
本当に、恩に着るよ",Liberation Army Soldier,,Liberation Army Soldier,,Liberation Army Soldier
"将軍が気になるけど仕方ないよね
隊長、ひと暴れ、行こうか",Lise,,Lise,,Lise
"人捜しの旅気分でいましたけど――
気持ちを入れ替えて、戦いましょう！",Elliot,,Elliot,,Elliot
人捜しなんてかったるいぜ,Gurdolin,,Gurdolin,,Gurdolin
"俺は戦ってる方が楽でいいね
目の前の敵のことだけ考えてりゃ
いいからな",Gurdolin,,Gurdolin,,Gurdolin
