old,speaker,english,speaker,english,speaker
"それでは改めて、次なる相談なんだがねッ！
いや、無事に《スイートハニーケーキ》を
手に入れてお返しの準備はできた",Angelo,,Angelo,,Angelo
"しかし、肝心の勇気というか自信というか
あの、ほら、なんだ
つまりそういうのがどうしても足りないのだ！",Angelo,,Angelo,,Angelo
"こう、ビシッとキメるには何が足りないか
そこにいる如何にも強そうな彼！
彼からアドバイスを貰えないだろうか",Angelo,,Angelo,,Angelo
"シェリーちゃんにビシッとかっこよく
男らしくキメたいんだよぉ！
その為には何が足りないのか
そこの強そうな彼からアドバイスが欲しいッ！",Angelo,,Angelo,,Angelo
"なんだ、俺がここにいたらおかしいか？
神殿の見回りのついでに寄ったら
あの妙な格好の男がいたんだが――
まさか、また変な催しが始まるのか？",Heinz,,Heinz,,Heinz
"そろそろいつぞやの礼をする頃合いかと思ってな
どうだ、ぴったりじゃないか？",Craig,,Craig,,Craig
"あらぁ、御機嫌よう
先日のバレンタインデーのお返しに
何かできないかと思って来てみたの",Emerada,,Emerada,,Emerada
"女性への愛の告白の勇気だと？
――そんな軟派な相談を俺にされても困る
いいアドバイスが聞けるとでも思ったのか！？",Heinz,,Heinz,,Heinz
"だがしかし、そうだな
とりあえず見た目から変えてみれば
少しは気持ちも変わるんじゃないのか？",Heinz,,Heinz,,Heinz
"これでも俺の髪型は
美容院のモーリスのところでやってるんだ
妙なやつだが腕は確かだ
この手の相談ならば奴が適任じゃないのか",Heinz,,Heinz,,Heinz
"おや、ボクに何か相談事だって？
――ああ、あの酒場にたまに来る彼か
そうだね、確かに少し古風というか
洗練されていないというか",Morris,,Morris,,Morris
"ともかく、彼に似合う髪型や髭で
イメージチェンジをして
自信をつけてあげたいんだね？",Morris,,Morris,,Morris
"なら、ウィッグの材料になるものを
ボクのところに持って来ておくれ
そうしたらすぐにでも作業に取り掛かるよ",Morris,,Morris,,Morris
"ボクが依頼した物は揃ったかな？
材料があれば、すぐにでも完璧な物を用意するよ
もちろん、酒場の彼にもっとも似合う
パーフェクトな髪型と髭だとも！",Morris,,Morris,,Morris
"ああ、これだよこれ
この美しい毛並！
これがあればボクの創作意欲も100倍さ！",Morris,,Morris,,Morris
"今すぐに作業に取り掛かるよ
君が酒場に戻る頃には、もう届いているはずさ
素敵にイメージチェンジした彼を
お楽しみに――",Morris,,Morris,,Morris
"おお、君か！　見てくれ！
美容院のモーリスの使いとやらが来て
これを渡してくれたのだ！",Angelo,,Angelo,,Angelo
"俺はこういうのに詳しくないんだが
「近頃流行りのモードでイケてて
　皆の注目を浴びる、素敵なスタイル」だそうだ！",Angelo,,Angelo,,Angelo
"うんうん、心なしか周囲からの目線を感じるなッ！
これで少しは自信がついたというものだ
――しかし、これだけではまだ完ぺきではない",Angelo,,Angelo,,Angelo
"もっと男気あふれる大人の魅力というか
力強さを引き出したいものだ――
そちらにいる、なんだかムチムチしてて
落ち着いた彼からアドバイスを貰えないだろうか",Angelo,,Angelo,,Angelo
"モーリスは悪いヤツではないんだが――
しかし、たまにあの独特の感性が
謎の方向に飛んで行くこともある",Heinz,,Heinz,,Heinz
"まぁ、なんだ
本人がいいならそれでいいんじゃないか
俺はもう知らん",Heinz,,Heinz,,Heinz
"男らしくて強そうなオーラ？
男を上げる方法？",Craig,,Craig,,Craig
"よし、男なら己の拳で強さを示せ
俺が特別に武器を作ってやってもいいぞ
――それはいらない？　なんだ、残念だ",Craig,,Craig,,Craig
"魔物を倒して強さをアピール！？
な、成程な
確かにそれなら力強さを
アピールするには間違いないな",Angelo,,Angelo,,Angelo
"よ、よし！　ならば魔物を退治に行こう！
俺が魔物と立派に戦ったという証拠のために
君がついてきてくれ！
そして俺の勇姿を見届けてくれ！",Angelo,,Angelo,,Angelo
"その前に、すこーしだけ心の準備をするから
先に《テルの枯れ井戸》で待っててほしい
準備ができたらすぐに向かうからなッ！",Angelo,,Angelo,,Angelo
"魔物を倒して男気を見せる！
君はその証人として一緒に来てほしい
《テルの枯れ井戸》で待ち合わせよう
心の準備が出来たらすぐに向かうからなッ！",Angelo,,Angelo,,Angelo
