old,speaker,english,speaker,english,speaker
"正直、よそ者のお前がここまで尽力してくれるとは
思っていなかったぞ
このレベルの覚者がゴロゴロいるとは――
全く、レスタニアが妬ましいわ",Endale,,Endale,,Endale
"ところでお前の装備――随分くたびれているな
そうだ、とっておきの情報を教えてやろう
そいつで装備を新調しておくといい
少々危険な方法ではあるが――",Endale,,Endale,,Endale
"今はオーク軍に占領されてしまったが
＜<SPOT 1081>＞と＜<SPOT 1082>＞では、
《<ITEM 17883>》がたっぷり採掘できたんだ",Endale,,Endale,,Endale
"ポーンというのは素材さえあれば
装備を仕立ててくれる器用なやつなんだろう
しかしそれには、素材がいるのではないか？",Endale,,Endale,,Endale
"よし、まずはここに仲間を全員集めてくれ
危険を冒す覚悟のある奴らか、わしが見てやるからな
敵前で尻尾を巻いて逃げだすような奴がいれば
ここで叩っ斬ってやるわ！",Endale,,Endale,,Endale
"今はオーク軍に占領されてしまったが
＜<SPOT 1081>＞と＜<SPOT 1082>＞では
《<ITEM 17883>》がたっぷり採掘できたんだ",Endale,,Endale,,Endale
"行きたければ、まずはここに仲間を全員集めてくれ
危険を冒す覚悟のある奴らか、わしが見てやるからな
敵前で尻尾を巻いて逃げだすような奴がいれば
ここで叩っ斬ってやるわ！",Endale,,Endale,,Endale
"あの地には、鉱夫なんかがこっそり忍び込んで
盗掘していた時期もあったが
見つかっては次々に命を奪われていった――
お前、行くなら掘り尽くしちまってくれ",Endale,,Endale,,Endale
"おう、集まったか
――うん、全員良い顔つきをしているな
これなら情報を漏らす馬鹿が出ることもないだろう",Endale,,Endale,,Endale
"《<ITEM 17883>》が掘れるのは
<SPOT 1081>と<SPOT 1082>だ
ただし、一つ大事なことを伝えておく",Endale,,Endale,,Endale
"オークの奴らも、この素材のことは気付いているはずだ
つまり、オークが増えるほど
<COL ff2600>お前らが掘れる量は少なくなる</COL>ということだ",Endale,,Endale,,Endale
"恐らく、長く見積もっても採掘できるのは
<COL ff2600>スポットボスが現れるまで</COL>だろうな
枯れちまったら、戻ってこいよ
だらだら掘ってても、危険が増すばかりだからな",Endale,,Endale,,Endale
"よし、それじゃあまず
それぞれの採掘場の傍にいる、斥候たちに話を聞け
現在の採掘可能量を、大まかに教えてくれるだろう
奴らは常に、オーク共の動向を見張っているからな",Endale,,Endale,,Endale
