old,speaker
"――おい
――――なんだよ、仲間を探してんのか？",Fran
"違うならなんだってんだ
よそから来た覚者さんよ――
兵士だってのにこんなところで働いてる
オレを笑いに来たのか？",Fran
"オレは、戦って死ぬのなんか怖くないんだ
故郷の家族や友達は皆、解放軍で戦死したり
オークどもの捕虜になっちまった
どうせ死ぬなら、少しでも噛み付いてやりてぇ",Fran
"ああ早く戦いたい――
――なぁあんた、相当手練れだって話じゃないか
あちこち行って、戦利品も相当なもんだろ？",Fran
"胸がすくような、いいモンがあったら見せてくれ
オークの首とか、宝とか――
このままじゃ、一人で討ち入っちまいそうだ",Fran
"胸がすくような、いいモンがあったら見せてくれ
オークの首とか、宝とか――
このままじゃ、一人で討ち入っちまいそうだ",Fran
"どうせ生き残ったところで、俺にはもう
何も残っちゃいねぇんだ――
オレ一人くらい、姿を消したって構いやしねぇよ",Fran
"へぇ――これがねぇ
くれるなんて、気前のいい奴だな
ありがとうよ",Fran
"――あんた、もしかして心配してくれてんのか？
だったらさ、頼みがあるんだ
相当な手練れなんだろ、なら簡単なことだよ",Fran
"どうやら、隊がしばらく動けないのは
＜<STG 1022>＞にいる
魔物が邪魔してて、作戦が進めないせいらしい
そいつを追い払ってきてくれ",Fran
"自由に動けて腕も立つあんたにピッタリだろ？
ちゃんと報酬は用意しておくよ
あんたは儲ける、オレはこんな仕事とおさらば――
最高だろ？",Fran
"どうやら、隊がしばらく動けないのは
＜<STG 1022>＞にいる
魔物が邪魔してて、作戦が進めないせいらしい
そいつを追い払ってきてくれ",Fran
"死ぬかもしれないって覚悟をさせられたまま
くすぶり続けるのは、結構辛いんだぜ
同時期に解放軍に入った仲間は
ティネス砦に配置されて、とっくに皆死んだ",Fran
"人手が足りないってだけで
たまたま怪我してたオレは、こんな仕事だぞ
今すぐにでも仇を討ってやりたいってのに――",Fran
"へぇ、行ってきてくれたのか
こんな一兵卒の話聞いてくれるなんて
本当にあんた、覚者なのか――？",Fran
"とにかく、障害は無くなったわけだ
この仕事も悪くなかったけどよ――
やっとこれで解放されるよ
ありがとう",Fran
