old,speaker,english,speaker,english,speaker
"あそこの地下墓地に１～２匹ほど
魔物が入り込んだってよ",Dion,,Dion,,Dion
"覚者サマなら簡単だろ？
サッと行って
サクッと倒してこいよ",Dion,,Dion,,Dion
"あそこの地下墓地に２～３匹ほど
魔物が入り込んだってよ",Dion,,Dion,,Dion
"覚者サマなら簡単だろ？
サッと行って
サクッと倒してこいよ",Dion,,Dion,,Dion
"まあ、用心にこしたことは
ないけどな",Dion,,Dion,,Dion
"あそこの地下墓地に３～４匹ほど
魔物が入り込んだってよ",Dion,,Dion,,Dion
"覚者サマなら簡単だろ？
サッと行って
サクッと倒してこいよ",Dion,,Dion,,Dion
"まあ、俺ならそれなりに
準備してから行くけど――",Dion,,Dion,,Dion
"覚者サマはそんな小さいこと
気にしないんだろうな",Dion,,Dion,,Dion
へえ――やるもんだな、覚者様,Dion,,Dion,,Dion
"ん？　大変な目にあった？
聞いてたより多いだと？",Dion,,Dion,,Dion
"俺のせいか？
人聞きの悪いこと言うなよ",Dion,,Dion,,Dion
へえ――やるもんだな、覚者様,Dion,,Dion,,Dion
"ん？　大変な目にあった？
聞いてたよりずいぶん多いだと？",Dion,,Dion,,Dion
"そりゃきつかったろうが
俺のせいじゃないだろうがよ",Dion,,Dion,,Dion
なんだよ――怒ったのかよ――フン！,Dion,,Dion,,Dion
へえ――やるもんだな、覚者様,Dion,,Dion,,Dion
"ん？　えらい目にあった？
めちゃめちゃたくさんの魔物が出ただと？",Dion,,Dion,,Dion
"そりゃ大変だったろうが
俺のせいじゃないだろうがよ",Dion,,Dion,,Dion
"なんだよ――怒ったのかよ――
怒るなよ――悪かったよ",Dion,,Dion,,Dion
"はい――黙っていてごめんなさい
なんかめちゃめちゃいるような気配は
ありました！",Dion,,Dion,,Dion
許してくださいっ！！,Dion,,Dion,,Dion
"なーんだ、怖じ気づいたのか
覚者ってその程度かよ",Dion,,Dion,,Dion
