old,speaker,english,speaker,english,speaker
"さあ！　今年もこの季節がやって来たわよ！
昨年以上に気合を入れる女子たちも
ソワソワとワクワクを隠し切れない男子たちも
むせ返るようなカカオの香りに包まれる一大イベント",Shelly,,Shelly,,Shelly
"それは！　そう！　バレンタイン！
やってまいりましたバレンタイン！
今年もじゃんじゃんチョコレートを作りましょ！",Shelly,,Shelly,,Shelly
"――って言うと思ったでしょ？
でも今年はね、量より質でいこうと思うの
たった一つの特別なプレゼントに
ありったけの気持ちをこめるのよ",Shelly,,Shelly,,Shelly
"詳しいことはまた説明するわ
まずはチョコレートのもとになる物を見つけましょ",Shelly,,Shelly,,Shelly
"《高級ココアパウダー》
これを採ってきてね
この時期になると魔物が落とすはずだから！",Shelly,,Shelly,,Shelly
"私もシェリーちゃんからのチョコレートを
とてもとても期待しているんだが、
今年はどんなチョコレートになるか楽しみだな",Angelo,,Angelo,,Angelo
"ねぇねぇ、はやく
《高級ココアパウダー》を採ってきて！
今年はどんなチョコレートを作ろうか
考えるだけでワクワクしちゃうわ",Shelly,,Shelly,,Shelly
"《高級ココアパウダー》は
この時期になると魔物が落とすはずよ
頑張って魔物を倒してゲットしてきてね",Shelly,,Shelly,,Shelly
"《高級ココアパウダー》は
魔物がカカオを食べることで作られるらしい
が、どうやって魔物がカカオをココアパウダー
にするのかは誰も知らないというか考えたら負けだ",Angelo,,Angelo,,Angelo
"そう！　それよ、それ！
《高級ココアパウダー》を使って
今年のチョコレートのレシピを考えてみたの",Shelly,,Shelly,,Shelly
"その名も《渾身のチョコレートケーキ》
本命にプレゼントするにはぴったりでしょ
それでね、レシピは考えたから
これを量産化する段取りをしたいの",Shelly,,Shelly,,Shelly
"いつものように、グレゴリーさんに相談して
なんとかこのレシピを量産できるように
してきてもらえないかしら？",Shelly,,Shelly,,Shelly
"私が考案した《渾身のチョコレートケーキ》
このレシピをグレゴリーさんのところに持っていって
量産化出来ないか相談してきてほしいの
よろしくね！",Shelly,,Shelly,,Shelly
"これはこれは、毎度御贔屓にどうも
本日はどのようなご用件で？",Gregory,,Gregory,,Gregory
"ほう、このレシピを元にして
《渾身のチョコレートケーキ》を量産し
交換できるようにすればよろしいのですね？",Gregory,,Gregory,,Gregory
"ふぅむ――まぁ、知り合いの菓子職人に
恩を売ると思えば――いえ、こちらの話です
それでは手配しておきますので
《高級ココアパウダー》をお持ちください",Gregory,,Gregory,,Gregory
"《高級ココアパウダー》をお持ち下されば
《渾身のチョコレートケーキ》と交換いたします",Gregory,,Gregory,,Gregory
"今年はどなたにプレゼントするおつもりで？
私もたまにはチョコレートをいただきたいものですね",Gregory,,Gregory,,Gregory
"芳しい華やかな香り！
黒く輝くオーラ！
艶やかなフォルム！
ついにできたのね！　チョコレートケーキが！",Shelly,,Shelly,,Shelly
"素晴らしいわ、今年のイベントに相応しい
美味しそうなチョコレートケーキができたわね
さあ、それじゃあ早速プレゼントタイム！",Shelly,,Shelly,,Shelly
"の、前に少し準備をしないといけないわ
――ちょっとだけ待ってて！
各地から呼んでこなきゃいけない人たちがいるの",Shelly,,Shelly,,Shelly
