old,speaker,english,speaker,english,speaker
【ヒント：ダンジョン封鎖解放】,Leo,,Leo,,Leo
"ザンドラ禁域の大遺跡
《メルゴダ護政区》が開放されました",Leo,,Leo,,Leo
"レオと一緒ではなかったのか？
イリスとの取り引きのために
"メルゴダの深淵"に向かったぞ",Joseph,,Joseph,,Joseph
ふむ、彼の地については説明が必要だな,Joseph,,Joseph,,Joseph
"かつてメルゴダという都があった
３００年と少し前まで
レスタニアの都として栄華を極めた
輝ける都市だった",Joseph,,Joseph,,Joseph
"白竜が選んだ覚者、ゴルゴラン王と
その後見人であるディアマンテスが
治めていたのだ",Joseph,,Joseph,,Joseph
"調和ある穏やかな暮らしの中で
ゴルゴランに邪心が芽生えたのか――
ディアマンテスが思い上がったのか――",Joseph,,Joseph,,Joseph
"おそらく両者の利害が絡み合って
白竜に反旗を翻したのは話したな？",Joseph,,Joseph,,Joseph
"その脅威に対抗するために白竜は――
黄金竜となった王と錬金術師を
メルゴダの街ごと消してしまったのだ",Joseph,,Joseph,,Joseph
""メルゴダの深淵"とは、その跡地――
レスタニアの北の果てにある
広大な大地の傷跡のことだ",Joseph,,Joseph,,Joseph
"本来の正式名称は《メルゴダ護政区》
立ち入りを禁じられた忌まわしい土地だ
そして、旧時代の王都でもある",Joseph,,Joseph,,Joseph
"さあ、レオはすでに命の器を持って
向かっている",Joseph,,Joseph,,Joseph
"入口の封印は解かれているだろう
おまえも行って手助けしてやってくれ",Joseph,,Joseph,,Joseph
""メルゴダの深淵"はレスタニアの北の果て
広大な大地の傷跡のことだ",Joseph,,Joseph,,Joseph
"本来の正式名称は《メルゴダ護政区》
立ち入りを禁じられた忌まわしい土地だ",Joseph,,Joseph,,Joseph
"さあ、レオはすでに命の器を持って
向かっている
おまえも行って手助けしてやってくれ",Joseph,,Joseph,,Joseph
イリスと取り引きしてミシアルを返してもらう――,Klaus,,Klaus,,Klaus
"そう簡単にいくとは思えないよね
君も早く行ってあげてよ",Klaus,,Klaus,,Klaus
"元どおりの関係に戻ってほしいなんて
ぜいたくは言わない",Klaus,,Klaus,,Klaus
"でも、生きていて欲しいんだ
もちろん、それはミシアルも君も同じ",Klaus,,Klaus,,Klaus
"一緒に行きたいけどジョゼフ様と
大急ぎで話し合うべきことがあって――",Klaus,,Klaus,,Klaus
"第三のアークも出現したわけだし――
先に君に聞いて欲しかったけど",Klaus,,Klaus,,Klaus
とにかく今は三人を頼むよ,Klaus,,Klaus,,Klaus
"面目ない――が、留守は死守する
我ら白衛騎士団、同じ過ちは
二度と冒さない",Gerd,,Gerd,,Gerd
"ミシアル様はわたしの身代わりで
連れて行かれたの？",Mayleaf,,Mayleaf,,Mayleaf
"もしそうだったら――どうしよう
わたし――どうしたらいいんだろう",Mayleaf,,Mayleaf,,Mayleaf
"お願い！　ミシアルを連れて帰って
そうじゃないとわたし――",Mayleaf,,Mayleaf,,Mayleaf
ああ、ミシアル様――どうかご無事で,Pamela,,Pamela,,Pamela
"もう油断はしないさ
留守はまかせてくれ",Heinz,,Heinz,,Heinz
"ああ――追いついたか
今、イリスのことを考えていた",Leo,,Leo,,Leo
"ゾマの村に俺が行っていれば
状況は変わっただろうか
いや――それはうぬぼれだな",Leo,,Leo,,Leo
俺はあいつに何を期待していたのだろうな,Leo,,Leo,,Leo
"覚者であることは忘れて
ひとりの民として白竜を敬い
大地に感謝して暮らしてほしい",Leo,,Leo,,Leo
"ふん――甘いな
覚者であることをどうやって忘れろと？",Leo,,Leo,,Leo
覚者は死ぬまで覚者だ,Leo,,Leo,,Leo
"さあ、行くぞ
ミシアルを白竜に返してやらねば",Leo,,Leo,,Leo
イリスと俺は同じ日に覚者になったんだ,Leo,,Leo,,Leo
イリスとは――ああ、いろいろあった,Leo,,Leo,,Leo
次こそ――今度イリスに会ったら――,Leo,,Leo,,Leo
邪魔だ！,Leo,,Leo,,Leo
イリスはどこだ！？,Leo,,Leo,,Leo
そこをどけ！,Leo,,Leo,,Leo
そっちじゃない,Leo,,Leo,,Leo
ミシアルを取り戻しに来たんだ、忘れたのか？,Leo,,Leo,,Leo
どこへ行くつもりだ,Leo,,Leo,,Leo
この先は――鍵が必要だな,Leo,,Leo,,Leo
この鍵――使えるかもしれない,Leo,,Leo,,Leo
このあたりにレバーはないか？,Leo,,Leo,,Leo
行き止まりらしい,Leo,,Leo,,Leo
先に進むには――ああ、何か仕掛けがあるようだ,Leo,,Leo,,Leo
これは――どう使えばいい？　おまえも考えてくれ,Leo,,Leo,,Leo
イリス――もう助けてはやれない,Leo,,Leo,,Leo
よく、こうして修練したよな？,Leo,,Leo,,Leo
イリス――やはりわからん――どうして――,Leo,,Leo,,Leo
これがさだめだと言うのか！？,Leo,,Leo,,Leo
目を覚ませ！,Leo,,Leo,,Leo
イリス！　なぜだ！,Leo,,Leo,,Leo
くっそー――ミシアルのせいで！,Iris,,Iris,,Iris
どうしてこうなるんだ！,Iris,,Iris,,Iris
本気出してよ！,Iris,,Iris,,Iris
レオ――,Iris,,Iris,,Iris
いまさら――退けないよ――,Iris,,Iris,,Iris
負ける――もんか――,Iris,,Iris,,Iris
"ミシアル様はどこだ！？
レオと一緒に戻るのか？",Heinz,,Heinz,,Heinz
"イリスはどうした？
なぜ誰もいない",Heinz,,Heinz,,Heinz
イリスとは会ったのか？,Gerd,,Gerd,,Gerd
"ふむ――
ほう――",Gerd,,Gerd,,Gerd
"そうか――裏切りの代償は古来より
命と相場は決まっているからな",Gerd,,Gerd,,Gerd
では、さらわれた巫女殿は？,Gerd,,Gerd,,Gerd
