old,speaker,english,speaker,english,speaker
時に――,Joseph,,Joseph,,Joseph
"ガルドリン、エリオット、リズの３人は
ずいぶん頼もしくなったようだな",Joseph,,Joseph,,Joseph
立場が人を作るとは、よく言ったものだ,Joseph,,Joseph,,Joseph
"さあ、早く行ってやりなさい
おまえを必要としているのは
部下たちだけではないだろう？",Joseph,,Joseph,,Joseph
"もちろん、エリオットたちだけではない
誰よりも、おまえ自身の顔つきが変わってきたよ
ああ、いい顔をしているぞ",Joseph,,Joseph,,Joseph
"セシリーのお父さん、無事だといいね
というか、早く行ってあげた方がよくない？",Klaus,,Klaus,,Klaus
"隊長、父の行き先がわかったんです！
父はここから遥か東の"キンガル峡谷"へ
向かったそうです",Cecily,,Cecily,,Cecily
"わたしは父を探しながら先行するつもりですが
東の地で、隊長たちが一緒にいて
くれればどれほど心強いか――",Cecily,,Cecily,,Cecily
""キンガル峡谷"への道筋の段取りは
既にアルトフェイルが手配してくれています",Cecily,,Cecily,,Cecily
"ガラダが向かった"キンガル峡谷"は
ここより遥か東の地
ダナ村のあるファーラナ平原を越えた
その先にあります",Arthfael,,Arthfael,,Arthfael
"ファーラナ平原よりキンガル峡谷へ通じる
関所の門は、既に開放されました",Arthfael,,Arthfael,,Arthfael
""キンガル峡谷"へ辿り着いたならば
まずは峡谷にある水辺の集落"グリンデュア"へ
向かうのです",Arthfael,,Arthfael,,Arthfael
"そこで"グリンデュア"の族長である
キアランを訪ねると良いでしょう",Arthfael,,Arthfael,,Arthfael
"みんなと先行して、東の地で待っています
ぜひ、お願いします！",Cecily,,Cecily,,Cecily
さあ、行こうぜ,Gurdolin,,Gurdolin,,Gurdolin
"ここの連中、賭け事は嫌いらしい
退屈の極みだ！",Gurdolin,,Gurdolin,,Gurdolin
"セシリーのお父さんには護衛がついているそうだけど
どんな護衛だって、わたしたち覚者に比べたら
"いないよりマシ"って程度だと思うんだ",Lise,,Lise,,Lise
ね、隊長、早く行ってあげようよ,Lise,,Lise,,Lise
"ロイグの捜索には、このモルフォール村から
有志による捜索隊が出ています",Elliot,,Elliot,,Elliot
"だから、俺たちは東にある"キンガル峡谷"を
目指しましょう",Elliot,,Elliot,,Elliot
"グリンデュアへようこそ
貴君たちの噂は既にここにも届いている",Ciarán,,Ciarán,,Ciarán
"この地の礎を解放されたのであれば
我らも貴君達のこの地のエリアの活動に合わせ
準備にかかるとしよう",Ciarán,,Ciarán,,Ciarán
"そう、モルフォールの族長、ガラダの行方に
ついてだが――",Ciarán,,Ciarán,,Ciarán
"彼はこの地で様々な調査を重ね
そして数日前、いにしえよりこの地に存在する
古代神殿――
"シェドレアン大神殿"へと向かった",Ciarán,,Ciarán,,Ciarán
"セシリーと貴君の連れ立ちも既に向かっている
早く行ってあげるといい",Ciarán,,Ciarán,,Ciarán
"ガラダは実に立派なお人だ
我らもガラダへの協力を惜しむつもりはない",Ciarán,,Ciarán,,Ciarán
"道中、父の姿はありませんでした
すでに神殿の中に入ってしまったようです",Cecily,,Cecily,,Cecily
"それに、ひどく胸騒ぎがするんです
急ぎましょう――",Cecily,,Cecily,,Cecily
"こういう古い土地には、結構ヤバいのが
棲みついている",Gurdolin,,Gurdolin,,Gurdolin
"古今東西、たぶん、土地が変わっても通用する
生きる知恵だ――いいな？　気張っていけ",Gurdolin,,Gurdolin,,Gurdolin
"セシリーのお父さんでもあるガラダ族長は
フィンダムに暮らす全ての部族から
信頼されているんだって",Lise,,Lise,,Lise
"つまり――
もしものことがあったら、大変なことになるよね",Lise,,Lise,,Lise
"道中にもこのあたりにも、野営の痕跡が
ありませんでした",Elliot,,Elliot,,Elliot
"つまり、ガラダ族長たちは、かなり急いだわけで
そうなると、疲労の度合いが心配です
隊長、俺たち、急いだ方がいいですよ？",Elliot,,Elliot,,Elliot
"ここだけの話、ガラダの容態は深刻だ
聞けるうちに、少しでも話を聞いておかねえと――",Gurdolin,,Gurdolin,,Gurdolin
モルフォール村へ急ごうぜ,Gurdolin,,Gurdolin,,Gurdolin
"俺が見た感じじゃぁ、傷はかなり深かった
助かる見込みは半分もあるかどうか――",Gurdolin,,Gurdolin,,Gurdolin
"セシリー、せっかくお父さんと会えたのに
これじゃぁ、あんまりだよ",Lise,,Lise,,Lise
"ガラダ族長は、村近くのまだ毒されていない
森深くに運び込まれました――",Elliot,,Elliot,,Elliot
"森の精霊に呼び掛けて、後は――
見守るしかないそうです",Elliot,,Elliot,,Elliot
父の意識はまだ戻りません,Cecily,,Cecily,,Cecily
"身体の傷を見る限り、相手は人ではありません
いったいどんな怪物があそこに棲みついて
いるのか――",Cecily,,Cecily,,Cecily
"父と同行した戦士たちの実力を思うと
よほどの強敵が潜んでいると考えなくては
なりません",Cecily,,Cecily,,Cecily
"しかもその者は、"芯なる樹"――
世界を救ってくれるはずの、《原始の雫》を
持ち去ったようです",Cecily,,Cecily,,Cecily
"となれば、父を襲ったのは
魔物の暴力だけではありません
何者かの悪意を感じずにはいられません",Cecily,,Cecily,,Cecily
"わたしは父の回復を信じています
隊長も、その時を今少し待って下さい",Cecily,,Cecily,,Cecily
"父は、わたしたちが進むべき道を
知っているはずです",Cecily,,Cecily,,Cecily
《原始の雫》を持ち去った――,Cecily,,Cecily,,Cecily
"いいえ、奪い去った者がいるのだとしたら
わたしはその者を、けして許しません",Cecily,,Cecily,,Cecily
"俺の見たところ、ガラダと護衛の傷は
間違いなく魔物の仕業だったけどな",Gurdolin,,Gurdolin,,Gurdolin
この世界には裏切り者がいるってことだよね,Lise,,Lise,,Lise
"フィンダムがこのまま滅んでしまっても
かまわないって人がさ
自分の未来まで捨てちゃうってことだよね",Lise,,Lise,,Lise
"どこかへ行って戦ったり、探したりするのは
俺たちが引き継げばいいけど",Elliot,,Elliot,,Elliot
"それもこれも族長の回復があってこそですよね
族長、早く目を覚まさないかな――",Elliot,,Elliot,,Elliot
"《原始の雫》が無くなったって？
しかも、ガラダは重態で口もきけない状況――",Klaus,,Klaus,,Klaus
"セシリーの気持ちを考えると
いたたまれないね",Klaus,,Klaus,,Klaus
"こっちは、まあ、なんとかやってるから
彼女のそばにいて励ましてあげるのが
いいと思うよ",Klaus,,Klaus,,Klaus
"病んだフィンダムを救う方法を知る
唯一の人物、ガラダが襲われた――",Joseph,,Joseph,,Joseph
"危険な場所に入り込んでいたのだろうが
単なる魔物の仕業とは思えんな",Joseph,,Joseph,,Joseph
"となると、犯人は人――
うーむ、その者の闇の深さは
いかほどだろうか――",Joseph,,Joseph,,Joseph
