old,speaker,english,speaker,english,speaker
"覚者よ――手を貸してくれ
魔物の身体が欲しいのだ――
もちろん一部でかまわん",Strange Man,,Strange Man,,Strange Man
"倒して、むしり取り――
ここに持ってくるのだ――",Strange Man,,Strange Man,,Strange Man
"わたしの求める魔物は
ほれ――こやつだ",Strange Man,,Strange Man,,Strange Man
"覚者よ――手を貸してくれ
魔物の身体が欲しいのだ――
もちろん一部でかまわん",Strange Man,,Strange Man,,Strange Man
"倒して、むしり取り――
ここに持ってくるのだ――",Strange Man,,Strange Man,,Strange Man
"わたしの求める魔物は
ほれ――こやつだ",Strange Man,,Strange Man,,Strange Man
"魔物は強いが――
倒し方はまかせる",Strange Man,,Strange Man,,Strange Man
"覚者よ――手を貸してくれ
魔物の身体が欲しいのだ――
もちろん一部でかまわん",Strange Man,,Strange Man,,Strange Man
"倒して、むしり取り――
ここに持ってくるのだ――",Strange Man,,Strange Man,,Strange Man
"わたしの求める魔物は
ほれ――こやつだ",Strange Man,,Strange Man,,Strange Man
"魔物は強いぞ？
ふふ――お前の身体がむしられんよう
せいぜい注意することだ",Strange Man,,Strange Man,,Strange Man
"なるほど――ほほぅ
こんな魔物が――ははは――なるほど――
まず、煮てみるか――",Strange Man,,Strange Man,,Strange Man
"なるほど――ほほぅ
こんな魔物が――なるほどこれは強い――
酸を使ってみるか――",Strange Man,,Strange Man,,Strange Man
"なるほど――ほほぅ
これは強かろう――よく倒したな――
ほう――活きがいい――痛っ――",Strange Man,,Strange Man,,Strange Man
"引き受けたからには――いいな？
ここで待っているぞ",Strange Man,,Strange Man,,Strange Man
