old,speaker,english,speaker,english,speaker
おお、よく来てくれたな,Joseph,,Joseph,,Joseph
"すでにうわさになっているようだが――
空を飛ぶ、赤々と燃える火球の目撃談が
あちこちから入っている",Joseph,,Joseph,,Joseph
"記録を漁ったが、そのような火球は
レスタニア史上一度も話題になっていない
そこでおまえの出番だ",Joseph,,Joseph,,Joseph
"まず、セネカと話してくれ
各地の火球の情報をまとめるように
指示しておいた",Joseph,,Joseph,,Joseph
"セネカと話したら、戻って来てくれ
おまえの意見を聞かせてほしい",Joseph,,Joseph,,Joseph
では頼んだぞ――,Joseph,,Joseph,,Joseph
"まず、セネカと話してくれ
各地の目撃談を整理して教えてくれるはずだ",Joseph,,Joseph,,Joseph
"民が驚くほどの空飛ぶ火球――
近頃は習いなきことが多いな",The White Dragon,,The White Dragon,,The White Dragon
空の火球か――自然現象ではなさそうだね,Klaus,,Klaus,,Klaus
セネカはいつものところだろ？,Gurdolin,,Gurdolin,,Gurdolin
"――この間、平和なのはいいけれど
ちょっと退屈だな――なんて思ったんだよね",Lise,,Lise,,Lise
だから火球のことは、すこーし後ろめたいんだ,Lise,,Lise,,Lise
"火球の件で隊長が動くそうですね
もし調査へ行くなら、俺を忘れないでくださいよ",Elliot,,Elliot,,Elliot
ずいぶん立派な武装だね,Gillian,,Gillian,,Gillian
へえ、武器は飾りじゃないってことか,Gillian,,Gillian,,Gillian
強いね――熟練の戦士？,Gillian,,Gillian,,Gillian
わたしより強いんじゃない？,Gillian,,Gillian,,Gillian
そんな戦い方、ある！？,Gillian,,Gillian,,Gillian
残りのオーク、全部任せるよ,Gillian,,Gillian,,Gillian
オークめ、次から次へとぞろぞろぞろぞろ――,Gillian,,Gillian,,Gillian
敵の中に大将級はいない、さっさと終わらせよう,Gillian,,Gillian,,Gillian
あー、臭い！　オークめ！　来るな！,Gillian,,Gillian,,Gillian
おい、娘！　ここはどこだ！,Gurdolin,,Gurdolin,,Gurdolin
隊長、オークどもの装束を見ろ,Gurdolin,,Gurdolin,,Gurdolin
オークどもめ、いつの間にこんな武具を――,Gurdolin,,Gurdolin,,Gurdolin
どうも勝手が違うぜ,Gurdolin,,Gurdolin,,Gurdolin
隊長、俺の考えじゃここは――,Gurdolin,,Gurdolin,,Gurdolin
くっそう！　まさに世の末だなこりゃあ,Gurdolin,,Gurdolin,,Gurdolin
え、このオーク、強すぎない？,Lise,,Lise,,Lise
隊長、違うよね？,Lise,,Lise,,Lise
わからない？　手応えとか――違うよ,Lise,,Lise,,Lise
オークだけどオークじゃないみたい,Lise,,Lise,,Lise
やっぱりわからない！　ここどこ！？,Lise,,Lise,,Lise
とにかくオークを全部倒しちゃおう,Lise,,Lise,,Lise
やっぱりこれはオーク戦争！？,Elliot,,Elliot,,Elliot
戦いの時代に逆戻り！？,Elliot,,Elliot,,Elliot
世の末ってどういう意味でしょうね,Elliot,,Elliot,,Elliot
未来？　ここは未来のレスタニア！？,Elliot,,Elliot,,Elliot
ねえ君！　君！　お嬢さん！　娘さん！,Elliot,,Elliot,,Elliot
戦闘が終わったら質問攻めだよ！,Elliot,,Elliot,,Elliot
ったく、また厄介なことになっちまったな,Gurdolin,,Gurdolin,,Gurdolin
"状況を把握するまでは
あの娘に従うしかねえだろう",Gurdolin,,Gurdolin,,Gurdolin
若い娘は――任せるぜ,Gurdolin,,Gurdolin,,Gurdolin
"オークとの戦争――
しかも人間側は敗色濃厚という感じですかね",Elliot,,Elliot,,Elliot
"あのこ、丘の上の方へ行っちゃったよ
早く行こうよ",Lise,,Lise,,Lise
おかしな真似はしない方が身の為だ,Quintus,,Quintus,,Quintus
おたがい、聞きたいことがいろいろありそうだね,Gillian,,Gillian,,Gillian
ここはなんだ？,Gurdolin,,Gurdolin,,Gurdolin
"見たところ、村なんだろうが
活気ってもんがねえな",Gurdolin,,Gurdolin,,Gurdolin
"――敵意は感じませんけど
歓迎されているわけでもなさそうですね",Elliot,,Elliot,,Elliot
"あー、見られてる
刺すような視線を感じる――",Lise,,Lise,,Lise
ふん、いい腕してるようだが――,Endale,,Endale,,Endale
"まさかオークどもの手先じゃないだろうな
もしそうなら今この瞬間寝返った方がいい",Endale,,Endale,,Endale
なかなかの手練れだそうだな,Quintus,,Quintus,,Quintus
"わたしはこの国から平穏を奪った竜と戦う
解放軍の世話人クインタス",Quintus,,Quintus,,Quintus
早速だが君たちの素性を聞かせてもらおうか,Quintus,,Quintus,,Quintus
――ほう,Quintus,,Quintus,,Quintus
"レスタニアから来た白竜の覚者――
４人とも覚者だと言うのだな",Quintus,,Quintus,,Quintus
"あなたたち――
自分が覚者だってことは証明できる？",Gillian,,Gillian,,Gillian
"たとえば、ほら、あの礎に
触れてみるとか",Gillian,,Gillian,,Gillian
"あれはわたしたちには扱えない代物だからね
どう？　証明できる？",Gillian,,Gillian,,Gillian
"覚者って言うならできるよね？
礎はこの村の奥よ",Gillian,,Gillian,,Gillian
"いつの時代も覚者はひとり――
少なくともこの国ではそういう習わしだ",Quintus,,Quintus,,Quintus
