old,speaker,english,speaker,english,speaker
"敵陣への侵入方法がわかり次第
中に入ってひと暴れするんだ",Leo,,Leo,,Leo
死ぬなよ――準備を入念にな,Leo,,Leo,,Leo
"確認しておこう
おまえの最終目的地は
オークの本拠《ガルドノック砦》だが
情報収集のために《ドラワンの村》に寄る",Vanessa,,Vanessa,,Vanessa
村の場所は地図で確認しておくんだな,Vanessa,,Vanessa,,Vanessa
敵の本拠に攻め込むなど時期尚早――,Joseph,,Joseph,,Joseph
"そういう意見もあるのだが
皆、聞く耳をもたん
――危険な兆しではなかろうか",Joseph,,Joseph,,Joseph
"《ドラワンの村》はグリッテン砦を越えてさらに先の
バートランド平原の北方にある拠点だね",Klaus,,Klaus,,Klaus
"遠いし、道中も危険だよ？
用心が過ぎるってことはないからね",Klaus,,Klaus,,Klaus
"ガルドノック砦はオークの要衝と聞いています
内部の様子を知る者は誰もいないのだとか",Mysial,,Mysial,,Mysial
"すなわち、生きて出た者は
いないという意味ですね
どうか気をつけて――",Mysial,,Mysial,,Mysial
"オークの一掃――
ああ、あの悪臭から解放される日が
来るのですね！",Pamela,,Pamela,,Pamela
"キースヒルトの命はオークが器に入れて
持って行っちゃったと聞きました",Mayleaf,,Mayleaf,,Mayleaf
"できることなら取り返して――
あの人が愛したエルテ・ディナンに
帰してあげてください！",Mayleaf,,Mayleaf,,Mayleaf
"え？　砦に入る方法ですか？
さぁ、私にはまったく――",Regina,,Regina,,Regina
"あぁ！　そう言えば
一つ思い当たることがあります
オーク達はしばしば家畜を奪って
いくこともあるのです",Regina,,Regina,,Regina
"豚に変装して徘徊していれば
奴らが攫って砦に入れるかも――
ちょっと、無理があるでしょうか",Regina,,Regina,,Regina
"オークの砦に入りたい――ってかい？
まあ、城壁を越えるってのは無理だよな
そこで俺が目を付けてるのがあの城門",Jordan,,Jordan,,Jordan
"見たか？
鍵穴があっただろう？",Jordan,,Jordan,,Jordan
"ってことは鍵があるんだよ
その鍵さえ手に入れば――
忍び込んでお宝を頂けば人生一発逆転よ",Jordan,,Jordan,,Jordan
なんて思い続けて５年だぁ――,Jordan,,Jordan,,Jordan
"《ガルドノック砦》に入る方法？
あんたも財宝狙いか？
だったら、やめておいた方が身のためだ",Gort,,Gort,,Gort
"――ちがう？
そうか――神殿から来たのか
白竜様のためというわけだな",Gort,,Gort,,Gort
"よし――
ならば、組合宿《眠り狼亭》のサニーに聞くといい
もっとも、彼女の眼鏡に適わなければ
教えてはもらえんだろうがな",Gort,,Gort,,Gort
《ガルドノック砦》に入る方法が知りたいのだろう？,Gort,,Gort,,Gort
"ならば、組合宿《眠り狼亭》のサニーに聞くといい
もっとも、彼女の眼鏡に適わなければ
教えてはもらえんだろうがな",Gort,,Gort,,Gort
"あら、こんなヘンピなとこによく来たね！
しかも何だい
エリアマスターの私に聞きたいことだって？",Sunny,,Sunny,,Sunny
"――ああ、《ガルドノック砦》
あんたもそのクチかい
悪いことは言わないよ、やめときな
命をドブに捨てるようなモンさね――",Sunny,,Sunny,,Sunny
"――って、もう。なんだいそのカオ
私がどう言って止めようが無駄みたいだね
情報あげた人に死なれちゃ、夢見が悪いんだけど
教えないで無茶して死なれるよりはマシかね",Sunny,,Sunny,,Sunny
"いいかい、良く聞くんだよ
この村から北に少し行った谷川の近くに
見張りのオークどもの休憩場所があるんだよ",Sunny,,Sunny,,Sunny
"この休憩が、まるで宴会でね
酒なんかをあおって、大騒ぎさ
下っ端のお楽しみなんだろうね",Sunny,,Sunny,,Sunny
"その油断したところをブチのめして
鍵を奪えれば、一番の近道だろうね
もちろん命賭けさ――あんたの腕次第だしね",Sunny,,Sunny,,Sunny
"この村から東に少し行った谷川の近くに
見張りのオークどもの休憩場所があるんだよ",Sunny,,Sunny,,Sunny
"この休憩が、まるで宴会でね
酒なんかをあおって、大騒ぎさ
下っ端のお楽しみなんだろうね",Sunny,,Sunny,,Sunny
"その油断したところをブチのめして
鍵を奪えれば、一番の近道だろうね
もちろん命賭けさ――あんたの腕次第だしね",Sunny,,Sunny,,Sunny
"そういえば、あなたと同じころ
凛々しく素敵な男性覚者が砦に入った
そうですが――",Regina,,Regina,,Regina
"きっと殺されてしまったのでしょう
あぁ、おかわいそうに",Regina,,Regina,,Regina
"なあなあ、そういえば思い出したんだけどよ
地味に城壁をよじ登って入った奴が
いるらしいんだ、かなり前に",Jordan,,Jordan,,Jordan
"そいつはオークの宝を
盗んで大儲けしたんだろうなぁ",Jordan,,Jordan,,Jordan
"くそう――
一発逆転より地道な努力かよ
まあ、ガキの頃から知ってたけどな",Jordan,,Jordan,,Jordan
"ほう――
晴れやかな顔をしているな
ということはつまり――",Gort,,Gort,,Gort
"いや、何も言うな
うらやましくなるではないか",Gort,,Gort,,Gort
こいつは手強いぞ！,Leo,,Leo,,Leo
気を抜くな！,Leo,,Leo,,Leo
ひるむな！,Leo,,Leo,,Leo
手下どもよ、楽しめ！,Mogok,,Mogok,,Mogok
覚者の命は値千金！　奪え！,Mogok,,Mogok,,Mogok
オークこそ地上の覇者！　思い知るがいい！,Mogok,,Mogok,,Mogok
ほう――やるな,Mogok,,Mogok,,Mogok
なんだこの臭いは――死の臭い――,Mogok,,Mogok,,Mogok
何事だ――この砦で――まさか――,Mogok,,Mogok,,Mogok
あぁ、砦で何が起きたのでしょうか！？,Regina,,Regina,,Regina
あの素敵なお方の仕業なのでしょうか！？,Regina,,Regina,,Regina
"砦の騒ぎはあんたの仕業なんだろ？
どさくさに紛れて俺も忍び込んで――
なんて思ったんだが",Jordan,,Jordan,,Jordan
"足が震えて動けないんだ
情けない――情けないぜ",Jordan,,Jordan,,Jordan
"俺の情報が役に立ったならうれしいよ
しかし、同時に、俺はこれまでいったい
ここで何をしていたのかという
ことにもなるけどな",Gort,,Gort,,Gort
"俺はオークにさらわれた妻子を探して
ここに来たんだ
もう手遅れかもしれないが
思い切った行動にうつさないと――",Gort,,Gort,,Gort
ありがとう、あんたを見習わせてもらうよ,Gort,,Gort,,Gort
"あんた、聞いたよ！！
ガルドノック砦の大将を、見事のしちまった
そうじゃないか！",Sunny,,Sunny,,Sunny
"ドラワンをずいぶん長くきりもりしてるけど
こんな胸のすく話は初めてだよ！",Sunny,,Sunny,,Sunny
"まぁ、すぐにオークがいなくなったりは
しないだろうけどさ
ここで暮らしてく希望をもらえたよ
ありがとうね、これからも寄っておくれよ！",Sunny,,Sunny,,Sunny
"オークの拠点、ガルドノック砦を叩き――
総大将モゴックを痛めつけて
キースヒルトの命を持ち帰ったというわけか",Joseph,,Joseph,,Joseph
"それで？
その命はどうするつもりだ",Joseph,,Joseph,,Joseph
"白竜に捧げることが本人の遺志――
となれば、わたしに反対する資格などない",Joseph,,Joseph,,Joseph
"しかし、この流れはどこかで止めなければ
――すぐにでも止めなければ
命が幾らあっても足りない",Joseph,,Joseph,,Joseph
そういう事態になりはしないだろうか――,Joseph,,Joseph,,Joseph
"誇り高きエルフの末裔キースヒルト――
もっと早くに知っていればなぁ",Klaus,,Klaus,,Klaus
"ああ――
感じます――強い命の波動を――",Mysial,,Mysial,,Mysial
"仇討ちをありがとう
連れてきてくれてありがとう",Mayleaf,,Mayleaf,,Mayleaf
