old,new,speaker,english,speaker,english,speaker
"今日も引き続き、<NPC 681>の元へ
《潜入調査》を頼む",,Mephis,,Mephis,,Mephis
"<NPC 691>の尋問で出てきた
侯爵家の家令だという《<NPC 586>》――
その人物に接触し、尋問したいところだな",,Mephis,,Mephis,,Mephis
"覚者、<COL ff2600>今日は俺もメガドに出る</COL>
お前は<NPC 586>の動向を探ってくれ
その後、合流し――ヤツが１人きりになったところを
見計らい、拘束しよう",,Mephis,,Mephis,,Mephis
準備ができたら話しかけてくれ,,Mephis,,Mephis,,Mephis
"さて、それじゃ――
昼の《潜入調査》を開始するか？",,Mephis,,Mephis,,Mephis
はい,Yes,Mephis,,Mephis,,Mephis
いいえ,No,Mephis,,Mephis,,Mephis
"現時点では、<NPC 586>が最も
お前の暗殺未遂や、メガドの陥落に
関わっている可能性が高い",,Mephis,,Mephis,,Mephis
どんな人物だろうと、心を許すなよ,,Mephis,,Mephis,,Mephis
"<COL ff2600>もし《潜入調査》の任務を中断したいときは
覚者の力を使って、自力で帰ってきてくれ </COL>
俺は導いてやることができないからな",,Mephis,,Mephis,,Mephis
"十分な準備をしておけ
<NPC 586>がどんな人物かは分からないが
戦闘になる可能性もある",,Mephis,,Mephis,,Mephis
"これはこれは覚者殿、ごきげんよう
本日もお越しいただき
感謝いたします",,Navido,,Navido,,Navido
"もはや、メガドにとって覚者殿は
無くてはならぬ存在
そんな覚者殿に、ご相談がございます
あまり大きな声では言えないのですが――",,Navido,,Navido,,Navido
"実はうちの家令の<NPC 586>の動きが
最近、どうも怪しいようで――
事ある毎にコソコソと何処かへ行くのです",,Navido,,Navido,,Navido
"先日も大切な帳簿が消えまして
それもこれも、彼の仕業なのではないかと――
しかも、これはオークが増えてきた頃と同時期です
関係があるとは考えたくないのですが",,Navido,,Navido,,Navido
"万が一、侯爵家の使用人がオークと関係など――
公になれば醜聞では済まぬ、国家の一大事です",,Navido,,Navido,,Navido
"どうか、<NPC 586>の行方と――
彼が隠していることを突き止めて
いただきたいのです",,Navido,,Navido,,Navido
"<NPC 586>は、先ほど屋敷を出て行きました
私用があるとかで――
居住区の下層へ向かったようです
――覚者殿、急いで彼を追ってください",,Navido,,Navido,,Navido
"実はうちの家令の<NPC 586>の動きが
最近、どうも怪しいようで――
事ある毎にコソコソと何処かへ行くのです",,Navido,,Navido,,Navido
"先日も大切な帳簿が消えまして
それもこれも、彼の仕業なのではないかと――
しかも、これはオークが増えてきた頃と同時期でして
関係があるとは考えたくないのですが",,Navido,,Navido,,Navido
"どうか、<NPC 586>の行方と――
彼が隠していることを突き止めて
いただきたいのです",,Navido,,Navido,,Navido
"あの者は、先ほど屋敷を出て行きました
私用があるとかで――
居住区の下層へ向かったようです
覚者殿、後を追うのならお急ぎくださいませ",,Navido,,Navido,,Navido
"どうした覚者
何かあったのか？",,Mephis,,Mephis,,Mephis
――――,,Mephis,,Mephis,,Mephis
"――<NPC 681>がそう依頼したのか
おかしい、タイミングが良すぎる",,Mephis,,Mephis,,Mephis
"まるで首謀者が<NPC 586>であるような言い方だが
<NPC 691>が消えたことで奴も勘付き
トカゲの尻尾切りに走ったか――？",,Mephis,,Mephis,,Mephis
"それともまさか、本当に<NPC 681>は
無関係だと言うのか――",,Mephis,,Mephis,,Mephis
――――,,Mephis,,Mephis,,Mephis
"――――
――",,Mephis,,Mephis,,Mephis
"――まぁいい、とにかく行ってみるぞ
<NPC 586>を直接尋問すれば
全てわかることだ――",,Mephis,,Mephis,,Mephis
"なっ、何をするんだ！！
やめろぉおおおおおおおおおおお！",,Ennis,,Ennis,,Ennis
や、奴らめ――,,Ennis,,Ennis,,Ennis
うら、ぎ――り――,,Ennis,,Ennis,,Ennis
――――,,Ennis,,Ennis,,Ennis
"この男がエニスか――
――くそ！",,Mephis,,Mephis,,Mephis
――――,,Ennis,,Ennis,,Ennis
一体何が起こった？,,Mephis,,Mephis,,Mephis
