old,speaker,english,speaker,english,speaker
"覚者様、折り入ってお話があります
この火垂れ山に降る火山灰についてなのですが――",Bacias,,Bacias,,Bacias
"火垂れ山は、火竜様がお休みになる
神聖なる火山――
そのせいか、降り注ぐ火山灰も
竜力を帯びた特別なものなのです",Bacias,,Bacias,,Bacias
"ここにいる魔物が他の地方に比べ
強靭なのは、その火山灰が影響しているとも
言われています",Bacias,,Bacias,,Bacias
"火山灰が溜まりやすい地形には
多くの魔物が集まり、危険な場所に
なっていることも確認されています",Bacias,,Bacias,,Bacias
"《火垂れ山の火山灰》はその特性から
貴重な素材としても扱われています
しかし、先に述べましたように
その採集には危険が伴うことも確か――",Bacias,,Bacias,,Bacias
"私が魔物の動向を見張らせている
火山灰の採取場所をお教えします
魔物さえいなければ、楽に採取が進むことでしょう",Bacias,,Bacias,,Bacias
"まずは採取に向かわれるご一同
この場にご参集くださいませ",Bacias,,Bacias,,Bacias
"火山灰の集まるスポットは大きく分けて2つ――
北部にある《原種の縄張り》と
この東部にある《還れぬ炎の吹き溜まり》です",Bacias,,Bacias,,Bacias
"まずは採取に向かわれるご一同
この場にご参集くださいませ",Bacias,,Bacias,,Bacias
"お集まりいただきありがとうございます
それでは、場所について
ご説明をさせて頂きます",Bacias,,Bacias,,Bacias
"火山灰の集まるスポットは大きく分けて2つ――
北部にある《原種の縄張り》と
この東部にある《還れぬ炎の吹き溜まり》です",Bacias,,Bacias,,Bacias
"それぞれのスポットには、斥候を派遣しております
常に魔物の動向を見張らせているので
まずは彼らから情報を聞くのが早いでしょう",Bacias,,Bacias,,Bacias
"火山灰の採取だよな、話は聞いてるぜ
今はまだ魔物もそれほど集まってきていないし
火山灰の積り具合もなかなかだ――
良いタイミングだ",Dudley,,Dudley,,Dudley
"バシアスからは火山灰をこの袋、＜5＞個分
持って帰ってきてほしいとのことだ
地道な作業だが、危険でもある
気を付けて行ってきてくれよ",Dudley,,Dudley,,Dudley
"火山灰の採取だよな、話は聞いてるぜ
現状としては――
魔物が徐々に集まりだしているって感じだ",Dudley,,Dudley,,Dudley
"この調子だと、ぐずぐずしていると
魔物が集まってくるかもしれない
無茶はせず、目立って溜まっているところだけ
素早く採取しておくことを勧めるよ",Dudley,,Dudley,,Dudley
"バシアスからは火山灰をこの袋に
＜5＞個分回収して持って帰ってきて
ほしいとのことだ
それじゃ、気を付けて行ってきてくれよ",Dudley,,Dudley,,Dudley
"火山灰の採取だよな、話は聞いてるぜ
正直言って――
今はやめておいた方がいいと思う",Dudley,,Dudley,,Dudley
"かなりの数の魔物が集まってるみたいだ――
中にはスポットボスもいるな",Dudley,,Dudley,,Dudley
"腕に自信があるのなら、スポットボスを討伐するといい
今いる魔物たちはヤツに便乗しているだけだ
ボスがいなくなれば、尻尾を巻いて逃げて行く――
そうなれば、逆に回収のチャンスだぜ",Dudley,,Dudley,,Dudley
"討伐できたのなら、また声をかけてくれ
それじゃ、頼んだぞ！",Dudley,,Dudley,,Dudley
"火山灰の採取でしょ、話は聞いてるよ！
今はまだ魔物もそれほど集まってきてないし
火山灰も積もってるから
タイミングはバッチリ！",Anna,,Anna,,Anna
"バシアスからの伝言なんだけど
火山灰をこの袋、＜5＞個分採取して
持って帰ってきてほしいんだって",Anna,,Anna,,Anna
"少ないとはいえ、魔物との交戦は
避けられないと思うから
気を付けてね――",Anna,,Anna,,Anna
"火山灰の採取でしょ、話は聞いてるよ！
んん――今は魔物が集まり始めてるから
タイミングはあんまり良くはないかも――",Anna,,Anna,,Anna
"火山灰が目立って積もってるところだけ
ササッと採取してきちゃうのが
いいんじゃないかな",Anna,,Anna,,Anna
"そうそう、バシアスからの伝言なんだけど
火山灰をこの袋、＜5＞個分採取して
持って帰ってきてほしいんだって",Anna,,Anna,,Anna
"魔物との交戦は避けられないと思うから
気を付けてね――",Anna,,Anna,,Anna
"火山灰の採取でしょ、話は聞いてるよ！
ハッキリ言って――今はやめておいた方がいいよ
かなりの数の魔物が集まってるし
中には強そうな魔物もいたから",Anna,,Anna,,Anna
"腕に自信があるなら、群れの中で
一番強そうな魔物を倒してみるのもいいかもね",Anna,,Anna,,Anna
"そうすれば、周りの小物たちは
尻尾を巻いて逃げて行くよ、きっと
そうなれば――逆に回収のチャンスだよ",Anna,,Anna,,Anna
"もし群れのボスって感じの魔物を
討伐できたら、また声をかけてね",Anna,,Anna,,Anna
"残念だけど、今このスポットから
火山灰を持ちだすことは難しそうだぜ
あまりにも危険だ――おすすめできないな",Dudley,,Dudley,,Dudley
"一度、バシアスに
報告をしてきた方が賢明だろう",Dudley,,Dudley,,Dudley
"せっかくここまで来てくれたのに
こんなこと言うとガッカリさせちゃいそうだけど
――今、このスポットから
火山灰を持ちだすことは難しそう",Anna,,Anna,,Anna
"一度、バシアスさんに
報告してきた方が良いと思うよ",Anna,,Anna,,Anna
"あんたがスポットボスを倒したことで
他の魔物も慌てて去っていったよ
火山灰も大量に積もってる――
やったな、チャンスだぜ！",Dudley,,Dudley,,Dudley
"バシアスからの伝言なんだが
火山灰をこの袋、＜5＞個分回収して
持って帰ってきてほしいとのことだ
今ならそれほど難しいことじゃないだろう",Dudley,,Dudley,,Dudley
"群れのボスを倒したことで
他の魔物も尻尾まいて逃げちゃったね！
火山灰を集める絶好のチャンスだよ",Anna,,Anna,,Anna
"そうそう、バシアスから
火山灰をこの袋、＜5＞個分回収して
持って帰ってきてほしいって言われてるんだ
今のうちに採取しちゃわないと",Anna,,Anna,,Anna
"魔物が増えれば、周りの魔物も気づき
その数はどんどん増えて行くでしょう
――そうなると採取は難しくなります",Bacias,,Bacias,,Bacias
"しかし、逆に言えば、魔物が少ない間は
人の寄りつかない場所で
より多くの火山灰を採取できる好機です――",Bacias,,Bacias,,Bacias
"例えば、スポットボスを倒した後などは
周りの魔物も逃げていくでしょうから
魔物の数はより少なくなるでしょう",Bacias,,Bacias,,Bacias
"それぞれのスポットには
斥候を派遣しております
常に魔物の動向を見張らせているので
まずは彼らから情報を聞くのが早いかと――",Bacias,,Bacias,,Bacias
