old,speaker,english,speaker,english,speaker
"火垂れ山の入口は強固な門で封じられていたと
聞いたが――",Joseph,,Joseph,,Joseph
"向こうの連中には開門のための方策が
あるのだろうか",Joseph,,Joseph,,Joseph
"ネド王子に振り回されている
この状況――",Joseph,,Joseph,,Joseph
"そろそろ大人の手に主導権を取り戻さねば
収拾がつかんぞ",Joseph,,Joseph,,Joseph
"火垂れ山への入山を拒む門か――
王家の者以外は開門不可能などということは
ないだろうな",Joseph,,Joseph,,Joseph
"ネド王子は言ってみれば
王家にだけ許された特権を惜しげも無く使って
大人たちを翻弄しているわけだよね",Klaus,,Klaus,,Klaus
"これって身の危険だけではなくて
王子の地位まで危うくするんじゃないかな",Klaus,,Klaus,,Klaus
"何も考えていないのか、それほどの危険を
冒すほどの危機意識があるのか――
うーん、僕には判断できないよ",Klaus,,Klaus,,Klaus
ジリアンから事情は聞かせて貰っている,Cyril,,Cyril,,Cyril
"ここは火垂れ山の入り口にあたる場所
山を登れば、竜の住み処だ",Cyril,,Cyril,,Cyril
"おまえたちがここまでの道を切り開いてくれた
お陰で、この火垂れ山の門前の地を
取り戻すことができた",Cyril,,Cyril,,Cyril
"だが――
あの門を見て分かるように",Cyril,,Cyril,,Cyril
門は、王家の秘蹟でしか開くことができない,Cyril,,Cyril,,Cyril
"つまり、ネド王子しか
開くことはできないということになる",Cyril,,Cyril,,Cyril
"ふん、そこで俺がこの地を守る、門番のバシアスに
頼まれ力になりに来たという訳さ",Cyril,,Cyril,,Cyril
"古くから、俺たち盗賊はある竜力の秘められた
指輪の存在を知っていた",Cyril,,Cyril,,Cyril
"それは、アッカー王家の開祖である
サマラ・アッカーの指輪のことだ
その指輪があれば、扉は開くとされている",Cyril,,Cyril,,Cyril
今、指輪がどこにあるのか――,Cyril,,Cyril,,Cyril
"その手掛かりはメガドにある
ジリアンが既にメガドへ向かった",Cyril,,Cyril,,Cyril
"おまえもメガドで待つジリアンの元へ
向かうと良いだろう",Cyril,,Cyril,,Cyril
"サマラ・アッカーの指輪は古くから
冒険者や盗賊が探し回っていたんだ
しかしまだ見つかってはいない",Cyril,,Cyril,,Cyril
"だが、その手掛かりがメガドにあることまでは
探れている",Cyril,,Cyril,,Cyril
"上手く手掛かりを紐解けば、必ず見つかると
信じているよ",Cyril,,Cyril,,Cyril
"火垂れ山へ入るための門を開くには、王家の
竜力が必要です",Bacias,,Bacias,,Bacias
"その手掛かりを知り得る人物は
この地の情報に精通しているセロしかいないでしょう",Bacias,,Bacias,,Bacias
"エリオットの傷はどう？
――そう、それならほっとした
それで、セロと会ってきたのかな？",Gillian,,Gillian,,Gillian
"こっちは１歩前進
彼の教えてくれた場所で、ちょっとした情報が
手に入ったんだ",Gillian,,Gillian,,Gillian
