old,speaker
"レスタニアの覚者よ――ちょっと良いか
先ほど、門番から連絡があってな
オーク共の残党が、このティネスの門に
攻め入ってきたらしい",Endale
"ほんの小さな小隊だ
この大砦を奪還した我々にとっては
アリのようなもの",Endale
"しかし、なぜこのタイミングなのだ？
我々の優勢に焦った特攻とも考えられるが――
全体で見れば、我々などまだ風前の塵のようなもの
――どうも嫌な予感がするのだ",Endale
"そこで信頼するお前に頼みたい
杞憂かもしれんが、用心するに越したことなかろう
軽く、鎮圧してきてくれるか？",Endale
"先ほど、門番から連絡があってな
オーク共の残党が、このティネスの門に
攻め入ってきたらしい",Endale
"なぜ、最も勢いづいているこの時に――？
焦った末の愚行とは、どうも思えんのだ
杞憂だと願いたいが、一応お前に頼みたい",Endale
"そのオークの小隊を
軽く、鎮圧してきてくれるか？",Endale
"一時はどうなることかと思ったが――
無事の帰還、何より
この度の防衛成功は、お前の功績によるものだ",Endale
"応戦に駆り出された者たちも
皆、お前に命を救われたようなものだ
急な指令だったにも関わらず
よくぞ現地へ向かってくれたな――",Endale
"これからも、アッカーシェラン奪還のため
協力してくれるよう、頼む
――本当にありがとう",Endale
誰かが訪ねてきたようだ――,The White Dragon
"嫌な予感は的中したようだな――
<SPOT 1031>、<SPOT 1032>
そして<SPOT 1094>――全ての拠点が
悪しき竜軍の襲撃に遭っているらしい",Endale
"ティネス砦に意識を向けさせる作戦は
まんまと成功した訳か――",Endale
"おい！　オーク共に一杯食わされたまま
黙っているつもりじゃないだろうな",Endale
"各地で戦える者が応戦しているそうだ
お前は現地へ赴き、彼らに力を貸してやってくれ
骨の折れる仕事だが――やってくれるな？",Endale
"速報、速報だ！
<NPC 2800>から、伝言を預かってある――",Dean
"“嫌な予感が的中した！
<SPOT 1031>、<SPOT 1032>
<SPOT 1094>、全ての拠点が今現在
悪しき竜軍の襲撃に遭っているとの連絡が来た”",Dean
"“お前は各地に赴き、応戦している者たちに
力を貸してやってくれ
どの拠点も、奴らに明け渡すなよ！
お前が最後の砦だ、頼んだぞ！”",Dean
"――伝言は以上だ
ここが正念場だな――
健闘を祈る",Dean
"ふぅ――なんとかなったようですね
もしかして、<NPC 2800>さんから聞いて
援軍に駆けつけてくださったんですか？",Eileen
"やっぱり――ありがとうございます
まさか、一人で派遣されるとは思いませんでした
助けてくださって、本当に感謝致します",Eileen
"ひぃ――あ、危なかった
君が助けてくれたのか？
いやぁ、感謝の言葉もないよ――",Elton
"――でもさ、俺も結構頑張ってたよな？
君から見て俺、センスあるかな？
戦える奴が戦わなきゃ――って思って
実は最近、本気で鍛錬始めたんだよ！",Elton
"はぁ、なんだって私がこんな目に――
勝手にくっついてきた小娘の
お守りもしなきゃならないなんてね
やれやれ――",Versa
"ここの人に世話になった礼のつもりだったんだけど
まさか、私が助けられることになるとはね
手を貸してくれて助かったよ",Versa
"やっぱ、<NPC 604>の姐さんとあたしが組んだら
アッカーシェランで最強のコンビじゃない！？
――ん？",Anna
誰あんた？　いたんだぁ！,Anna
