old,speaker
"わ、覚者さん――ですよね
よその国の人なんて、初めてだから
お会いできて光栄です",Paul
"騒ぎは村の外ですよ
この村は、門番がちゃんといるので
安心してください",Paul
"あ――ご存じなかったですか
村の外でオーク軍やら魔物やらが出たとかで
なんだか騒がしいんです――",Paul
"覚者さまが来てくれたなら、きっとそいつらも
倒してきてくれるんじゃないかと
思ったんですが――
でも、今はそのつもりないんですよね？",Paul
"騒ぎは村の外みたいです
騒がしいと魚が逃げて釣れなくなるので
覚者さんじゃなくても、誰かが早く
解決してくれるといいなぁ――",Paul
"両親は、ぼくに騎士に
なってほしいそうなんですが
剣術になんて全然興味が湧かないし
痛いのは怖いですよ",Paul
"覚者さんは、戦うのは楽しいですか？
痛くないですか？　怖くないですか？
ぼくは、静かに釣りをしていたいけどなぁ――",Paul
"本当にオーク軍だったんですか――
それじゃあ、覚者さんが来てくれなかったら
ロスギルも危なかったんですね",Paul
"――戦うことにはまだ興味はないけれど
覚者さんみたいに、誰かを守るっていうのは
なんだか素敵ですね",Paul
"目指すなら、騎士よりも覚者がいいなぁ――
だけど、どうしたらレスタニアに行けるんだろう
ハムザさんに相談してみようかなぁ",Paul
"なんだ――魔物だったんですね
オーク軍だったら、いよいよこの村も危ないか
と思っちゃいました
行ってくれて、ありがとうございます",Paul
"――そもそも、戦争しているこんな世の中で
騎士になって欲しいなんて
どうかしていると思いませんか？",Paul
"本当に息子が大切なら、そんな危険な職業
反対しますよね、普通
きっと騎士っていう響きや地位に
目が眩んでるんですよ――",Paul
"あーあ、ぼくもレスタニアに行きたいなあ
レスタニアで、ハムザさんと未知の魚を
釣りに行きたいなぁ――",Paul
