old,english,speaker
イリス――だな？,,Leo
"レオ、まずいんだ
わたし――まずいことになってる",,Leo
"ほら、最初のアークの調査へ行って――
敵に襲われ、しばらく気を失っていた",,Leo
あれから――,,Leo
わたしは時々自分がわからなくなる――,,Leo
それまではずっと――,,Leo
毎朝目覚めて最初に思うのは,,Leo
レオ、あんたのことだった,,Leo
でも、今は違う,,Gurdolin
"ディアマンテスって男の顔だ
その男が命じるんだ――",,Leo
笑え,,Leo
騙せ,,Leo
奪え――,,Leo
傷つけろ――,,Lise
殺せ――,,Gurdolin
この場所、覚えてる？,,Elliot
"覚者たちで集まって
誓い合っただろ？",,Leo
人の――男と女の――,,Gurdolin
好きとか嫌いとか――,,Lise
"そんな思いは封じて
覚者として生きるって――",,Elliot
ねえ、レオ,,Gurdolin
わたしは弱かった――,,Gurdolin
"だから、頭の中を
支配されちゃったんだ――",,Lise
ディアマンテスを――愛している,,Lise
"だから彼のために
何でもできるって――",,Elliot
"でも、そんなのウソだ――
わたしが愛しているのは――",,Elliot
ねえ、レオ――,,Lise
殺してほしい――,,
わたしを――殺して！,,
イリス――,,
"落ち着け！
落ち着くんだ！",,
わたし――,,
どうしたらいい？,,
一緒に考えよう,,
ううん――決めて,,
まかせるよ、レオ,,
痛いよ――,,
レオ、やっぱり――嫌だ,,
"死にたくないよ
神殿に帰りた――",,
"ここで終わらせよう
イリス――",,
おまえのその弱さ――,,
"その弱さがまた同じことを
繰り返すだろう――",,
"いつかおまえを殺さねばならない
いつか誰かがおまえを殺す――",,
ならば俺の手で――,,
レオ！,,
イリスを助けてあげて？,,
――,,
（ため息）,,
（息遣い）,,
（息遣い）,,
（笑い声）,,
