old,english,speaker
"来たか
盗賊たちのアジトはすぐそこ――",,Leo
"ちょっと待って！
あれ、ジリアンじゃない！？",,Elliot
何者だ,,Leo
"わたしは解放軍のジリアン
ベルタはどこ？",,Leo
ベルタが、ネド王子と一緒だと聞いて――,,Gurdolin
知らないな,,Lise
知っていてもお前達に話す気は無い,,Leo
"メイロワに捕まって処刑された仲間が
いったい何人いるか知っているのか？",,Gurdolin
盗みは死罪でしょ？,,Leo
原因を作っているのはどっち！？,,Leo
ジリアン、待て！,,Leo
"役目であったとは言え、ベルタとそのお仲間には
耐え難き仕打ちをしてしまった",,Leo
この通り、詫びよう,,Leo
ことが済めば、この首など喜んで差し出す所存,,Leo
たのむ――ネド王子の行方を教えて欲しい,,Leo
"なんだぁ？
王家の将軍が俺たちに頭を下げるとはな――",,
"お頭の命のため、ひとつだけ情報をやろう――
ネド王子はここへ来た",,
なんだと！？,,
"王子はお頭を救うため――
俺たちの仲間と共に行動している",,
ネド王子が向かったのはダクレイム砦だ,,
