old,english,speaker
"ヌウウウウ
白竜の覚者――侮れぬわ",,Black Knight
――ロイグ？,,Cecily
"黒き後ろ盾を――退けるとは――
闇なんか――怖くはないというわけか",,Loeg
頼もしいよ――,,Loeg
病人を――見捨てない――運命に流されない――,,Loeg
うん！　そんなフィンダムを作ろう,,Cecily
協力して、くれるよね？,,Cecily
――もちろん,,Loeg
わたしは――フィンダムが――大好きだ,,Loeg
浄化を――始めます,,Cecily
変化する様子をみてのリアクション,,Cecily
変化する様子をみてのリアクション,,Gearóid
変化する様子をみてのリアクション,,Gurdolin
変化する様子をみてのリアクション,,Lise
変化する様子をみてのリアクション,,Elliot
復活した芯脈の働きで――,,Gearóid
"フィンダムは生命の営みが織りなす
豊かな風景を取り戻すことだろう",,Gearóid
時間はかかるだろうが―― ,,Gearóid
"始まりの洞全体が揺れバランスを崩した際の
リアクション",,Gearóid
"始まりの洞全体が揺れバランスを崩した際の
リアクション",,Cecily
"始まりの洞全体が揺れバランスを崩した際の
リアクション",,Gurdolin
"始まりの洞全体が揺れバランスを崩した際の
リアクション",,Lise
"始まりの洞全体が揺れバランスを崩した際の
リアクション",,Elliot
