old,english,speaker
ネド王子はまだ見つからないよ,,Leo
しかし、ここに来た形跡はあるな,,Elliot
形跡って――何？,,Leo
"ここには古くより王家に伝わる
竜骨の笛が祀られていた",,Leo
"原初の竜の骨で作ったと言われているが
真偽はわからん",,Gurdolin
"その笛がなくなっているということは――
王子はここに来たのだろうよ",,Lise
その笛にはどんな意味があるんです？,,Leo
"重要な意味がある――
我々が竜に挑むための秘策そのものだ",,Gurdolin
"――竜から覚者への竜力の継承は
竜骨の笛の音に乗せて行われるのだ",,Leo
"悪しき竜の正体が我らの火竜様の血肉と
竜力だと考えれば――",,Leo
"ネド王子が笛の音の力を借りて
竜力を継承できる可能性が高い",,Leo
"竜力を奪ってしまえば、悪しき竜は
竜のかたちをした魔物に過ぎない",,Leo
"あとは我らが総力を結集して
その魔物を倒せばよい",,Leo
"メガドを奪回した夜も
王子には、再度ご説明申し上げた",,Leo
"それを知った上で王子は単独行動を選んだ――
わからないな――",,Leo
あんまり悠長にしている時間はねえぞ,,
次に王子が向かう先を考えようぜ,,
