old,english,speaker
"覚者様、今日は俺から戦技の
ご提案をさせてもらえませんかね！",,0
"覚者様に従ってきたおかげで
俺の意思疎通力が上がったんです！",,0
"覚者様に従ってきたおかげで
俺の意思疎通力が上がったんです！",,0
覚者様、これからもよろしくお願いしますよ！,,0
"巷で流行ってるって噂の髪型にしてみたんですが――
へへ、気恥ずかしいですねこりゃ
どうでしょう？",,0
"そう言ってもらえると、洒落込んだ
甲斐があったってもんです！
ま、これは一時的なもんなんで、ちゃんとした
セットは《美容院》に行く必要があるそうですがね",,0
覚者様がそう言うんなら、仕方ねえや,,0
"覚者様、もし余ってたらでいいんですが――
<COL b92828><NAME ITEM>を<VAL> 個</COL>いただけませんかね
いえ、本当に余ってたらで構いませんぜ",,0
"覚者様――！
ありがてぇ、恩に着ますぜ！",,0
ま、世の中そう上手くはいかねえやな,,0
"いやぁ、<COL b92828><NAME ITEM></COL>はありがたいんですがね――
<COL b92828><VAL> 個</COL>にはちょいとばかし足りねぇみたいです",,0
"覚者様、ちょいとばかし散歩してきちゃどうです？
帰ってこられた時、すごいものをお見せしやすぜ",,0
"俺、何かやらかしちまいましたかね――
本当に俺をパートナーポーンから外すんですか？",,0
覚者様、ご機嫌いかがです？,,0
覚者様、今日もいい天気ですぜ！,,0
"己よりずっと強い覚者に連れられたポーンってのは
速く成長していくらしいですぜ
主を手本に励んだ結果ってやつですかね",,0
"どうも、覚者様！
さっそく冒険に出るんですかい？
こりゃ待ちきれねえや！",,0
"お帰りなさい、覚者様！
じゃ、飯にしますか？
それとも風呂の方がいいですかね？",,0
"へい、なんですか覚者様？
戦いでもそれ以外でも、なんなりと",,0
"ずっと戦場でのお供だけしていくもんだとばかり――
へへ、ゆっくり暮らすってのもいいもんですね！
部屋の中に入れてくださったこと、感謝しますぜ！",,0
"俺ぁ、ポーンであることに不満なんて持った事ないね
全力で敵ぶん殴って、お役に立って――
覚者様が元気に笑っていてくだされば満足なんです",,0
"こんな――ポーンの俺を部屋に入れていいんですか？
そりゃぁ、ありがてぇんですが――
なんかこう、申し訳ねぇような気持ちになります",,0
"うぉ！
な、なんです覚者様",,0
"なんです、覚者様
そう何度も呼ばなくても
俺は逃げたり居なくなったりしませんぜ",,0
"変ですかね？
ポーンの俺に、覚者様の気持ちが
分かる気がするだなんて――
いや、柄にもないこと言っちまいましたね",,0
"おっ、ちょうど今覚者様の事を考えてたんですよ
あれ―――
俺、何か変な事言いましたかい？",,0
"はっはっは！
くすぐってえや覚者様！
急に何するんです、腹がよじれちまいそうだ",,0
"覚者様、たまには休むことも大事ですぜ
いざという時、わずかな疲れが
命運を左右するもんです",,0
"もうお出かけですかい？
ふあぁぁ――
さてと、俺も覚者様に置いて行かれないうちに
支度しちまわねぇとな！",,0
"今日もどっか行くんですかね？
しっかり食って、精つけといてくださいよ",,0
"へい、覚者様
安心してください
どこにいたって、俺がちゃあんと背中を守りますよ",,0
"うお、どうしたんですかい
暖を取るなら、俺なんかより良い物があるでしょうに",,0
"覚者様、来るなと言われればお待ちします
来いと言われるまで、いつまででも待ってますぜ",,0
"この間、ちっこいグリフィンが庭に来てまして
これが可愛いヤツでね――
ちょっとあやしてやると、安心したようで――
覚者様も試してみちゃどうです？",,0
"本能ってやつで感じ取っちまうのかなあ
動物とたまには触れ合ってみようかと思ったんですが
俺が呼んでも手ェ振っても、何故か怖がられるんです
覚者様のエモートなら、何か違うのかねえ",,0
"俺らポーンは、頼まれたクラフトをこなしたり
一緒に冒険に行くことで
覚者様をもっと理解できるようになるって訳です",,0
"レスタニアンパペットですかい？
うーん、確か流行りのぬいぐるみでしたっけ
名前くらいなら聞いたこたぁあるが、
なにしろ俺には縁のないもんですからね",,0
"適当なポーンにクラフトを
やらせちゃいないでしょうね？
ポーンにも得手不得手があるもんなんです",,0
"そうだ、神殿の外でも
戦技の切り替えができるのはご存知ですかね？",,0
"覚者様みてえに感情を
体で表現できたらなぁと思って
最近、観察させてもらってるんでさ",,0
"俺らポーンは、覚者様に連れられて初めて
目的を持って冒険することができるんです
覚者様をお守りするという目的を――
俺を選んでくださって、本当に感謝してるんですぜ？",,0
"俺が隣にいても覚者様が恥ずかしくないように
これでも結構気使ってるんですぜ？
特に髪型なんかはなぁ",,0
"覚者様、《鍛錬の小部屋》は使ってますかい？
実はアレ、俺が掃除――い、いやなんでもねえや",,0
さあ、行きましょう！,,0
お願い聞いてくれないんですか？,,0
早くいきましょう！,,0
"ありがてぇことです、覚者様
そう急ぐこともねぇんで――
おとなしく待ってますよ",,0
"そうですかい――
ま、冗談で言ってみたってやつです
そう気にしねえでくださいよ",,0
"覚者様――これ、俺に？
本当にくださるなんて、夢みてぇですよ",,0
"覚者様、例のアレ――まだですかい？
いえ、急いでる訳じゃねぇんですがね",,0
"おかえりなせぇ、覚者様
ウェアの洗濯――しておいたんですが
こんなもんでいいんですかね？
見よう見まねで悪いんですが――不器用なもんで",,0
"おかえりなせぇ、覚者様
家事はあんまり得意じゃねぇんですが――
装備の手入れだけは、完璧だと思いますぜ！",,0
"この調子で行けば、覚者様が竜になられる日も
そう遠くねえかもしれませんぜ
――竜になっちまっても、俺は覚者様のポーンです
それを、少しでも覚えていてもらえたら――",,0
"これでもかなり、人に近付いたと思うんですがね
いかがです？
それもこれも、覚者様をずっと観察して覚えたんです
――本当に、感謝でいっぱいでして",,0
"人間が楽しむ酒――ってもんに興味があるんですがね
正直、身体には悪いし味はへんてこに感じてね
俺が人間だったら、覚者様と一杯酌み交わして
楽しめたのかねぇ",,0
"俺は――覚者様もそう望んでくれるなら、ですがね
覚者様といろんな景色や物を見たいと思ってるんです
へ、ポーンの身で一丁前なこと言っちまって
すみませんね",,0
"覚者様、ご存知ですかい？
骨がたくさん埋まってる、戦場跡地なんかにゃ
花畑なんかを作ると、綺麗に育つんだそうですぜ
昨日読んだ書物に、書いてあったんですがね",,0
"覚者様、もしクランに入ってるなら
毎日ポーン遠征隊を派遣しなきゃ、損ってもんですぜ
俺らも目いっぱい探索して、お宝を
山ほど持ち帰りたいってやる気満々なんですから",,0
