old,english,speaker
いよいよ――ですね,,Cecily
"竜は世界の中心――場合によっちゃ世界そのもの
勝とうなんて、傲慢な話だ",,Gurdolin
うん――緊張する――いや、正直怖いです,,Elliot
"憎く思ってるわけでもないしね
だって、セシリーを覚者に選んだ竜だもの",,Lise
セシリー？,,Elliot
はい、なんでしょう,,Cecily
"そろそろ、行くぞって話だ
なんか、言っとくことねえか？",,Gurdolin
"ええと、あの――
いいえ、言葉を尽くしてもきっと足りませんから",,Cecily
じゃあ、俺からひと言いいか――隊長,,Gurdolin
"ジョゼフの口車に乗せられて
おまえと組んでからこっち――",,Gurdolin
引いても引いても貧乏くじばかりだ,,Gurdolin
"でもまあ、悪くない
いや、面白かったと言ってもいい",,Gurdolin
――感謝してるぜ,,Gurdolin
同じく、感謝してます！,,Elliot
正直、いつ見放されるかとビクビクしてました,,Elliot
"でも、隊長はこんな俺でも必要としてくれた
うれしかったです！　とっても――最高に！",,Elliot
わたしも！　お礼言わなくちゃ,,Lise
"言葉は少ないけど、気持ちは
ガルドリンの倍、エリオットの３倍だから",,Lise
なんだよそれ,,Gurdolin
感謝の気持ちならわたしだって負けません！,,Cecily
"はいはい！
じゃあ、負けず嫌い部隊、行きますか！",,Elliot
