old,english,speaker
"盗賊は盗賊でも、今回ばかりは
濡れ衣だったようだな",,Leo
ここも違うのかぁ,,Elliot
"どこに行ったのかなあ
逃げ得だけは絶対許したくないですよね",,Leo
やあ、調子はどう？,,Leo
なんだファビオ、邪魔しに来たか,,Gurdolin
"いやいや
あれから神殿では――",,Lise
"誰が隊長の右腕にふさわしいか
賭けになっていてね",,Leo
様子を見に来たってわけさ,,Gurdolin
賭けなら俺も呼べ,,Leo
そんなことに賭けるの？　あきれた,,Leo
"そんなこととはなんだよ
隊長の右腕になるってことは特別ってことだ――",,Leo
一番頼りにされているってことだろ,,Leo
"それなら――
わたしとガルドリンは、一歩リードしてるよね",,Leo
"倒した敵の強さで言やぁ
俺が一番役に立ってるだろうな",,Leo
"何よ
物を探し出すのは、わたし、得意なんだから！",,Leo
これから挽回するわよ！　ねー、隊長！,,
"ああもう、時間がもったいない！
俺は行きますから",,
なんであんなにムキになるんだ？,,
ファビオ、俺は俺に賭けといてくれ,,
他の洞窟を当たってみるか,,
"わたしは――わたしはどうしよう！
とにかく、探しに行く！",,
こりゃ面白い！,,
