old,english,speaker
"地図が示しているのはこのあたり――
いや、まさにここだな",,Vanessa
それらしいものは何もない、が――,,Fabio
"――わたしはわかったぞ
ここは特別な場所だ",,Vanessa
おまえは思い出せないのか？,,Vanessa
レオが統率になって間もない頃だ,,Vanessa
ほら、わたしとおまえ、そしてイリス――,,Vanessa
あいつは演習と称し、わたしたち４人でここを訪れた,,Vanessa
"だが、それはオーク相手の連戦に疲れ切った
わたしたちを労う、レオの気づかいだった",,Vanessa
結局、覚者の仲が深まったんだよな,,Fabio
レオは――,,Vanessa
覚者同士の絆こそが、宝だと考えたのかも知れない,,Vanessa
あれ以来、こうして出かけることはなかった,,Vanessa
"今となっては、覚者隊が同じ境遇といえるだろう――
エリオット、リズ、ガルドリン――",,Vanessa
"仲間への想いは、レオと共に戦い続けた
あんたなら一番分かっているはずだ",,Fabio
あいつは、消えちまった後も――,,Fabio
残る俺たちの結束を気にしてるんだろうよ,,Fabio
"ふっ――とんだお節介だな
しかし実にレオらしい",,Vanessa
"私たち覚者とレスタニアの未来には
まだまだ試練が待ち受けているだろう",,Vanessa
"ああ、その日に備え俺たちが
レオのメッセージを心に刻んでおかないとな",,Fabio
