old,english,speaker
ロイグ――どうした,,Leo
"大地を巡る竜力が淀み、集まる場所がある
そこで竜力を取り入れれば――",,Loeg
"覚者は更なる力を手に入れることができる
いつか話してくれただろう？",,Loeg
"その地を、教えてほしい
レオ――レスタニアの危機だ",,Loeg
ふん――,,Leo
――ひさしぶりだ,,Leo
"生まれ合わせた時代のせいで
俺たちは理から外れた覚者になった",,Leo
"多勢は心強いが――
その代償は分散した竜の力",,Leo
"納得しているつもりだったが
黄金竜との対決で、考えずにはいられなかった",,Leo
なぜあいつを倒せないのか――,,Leo
それは、俺が弱いからだ,,Leo
"竜の力を存分に継承していないことを
思わずにはいられない",,Leo
"時代の巡り合わせだからと
したり顔ではいられない",,Leo
以来、神殿を離れ――,,Leo
"俺は、分散してしまった力を補う方法を
探し求めてきた",,Leo
――いいだろう,,Leo
"覚者とは、竜の敵と戦う者
言ったのは俺だったな――",,Leo
ともに権利を主張して、力を手に入れようか,,Leo
"その力を合わせれば、黒騎士など
たやすく討伐できるだろう",,Leo
