old,english,speaker
"わはははは！
これは気分がいい",,Gerd
加勢、感謝する,,Gerd
おつかれさま、隊長,,Lise
"セシリーがあんまり心配するから
連れてきちゃった",,Lise
見事な戦いぶりでした！,,Cecily
"人々が覚者を頼りにする理由が
わかったような気がします",,Cecily
竜に選ばれ、竜を守る者,,Lise
"それだけの力を授けられているからね
もちろん、その力は、竜とレスタニアのために使うの",,Lise
素敵ですね――,,Cecily
でもね――不安もある,,Lise
"ずっと先の話だけど、覚者の誰かが
白竜様を引き継ぐことになるんだよね",,Lise
新しい白竜として、レスタニアに君臨するの,,Lise
"不安っていうのはね、その時、竜になれなかった
覚者はどうなっちゃうんだろうってこと",,Lise
竜に力を返して――死んじゃうのかな？,,Lise
"それとも――よぼよぼになって
しわくちゃで生きながらえるのかな――",,Lise
なんてね！,,Lise
"レスタニアの大地のため――
暮らす人々のために使命をまっとうする――",,Cecily
"未来はどうあれ、後悔のない今を生きること――
わたしにはとても素敵に映りました",,Cecily
ま、そうだね、ちょっと照れくさいけど、その通り！,,Lise
