old,english,speaker
ここ、お友達のお墓なの――,,Cecily
"わたしがもっと幼かった頃――
あの子も同い年で――",,Gurdolin
"どこへ行くにも――
何をするのも一緒だった――",,Elliot
"でも、あの子は――
大人になって――",,Lise
わたしを遠ざけるようになった――,,Elliot
"わたしがいつまでたっても
少女のままだったから――",,Cecily
"彼女となら
ずっと仲良くできると思っていたのに――",,Gurdolin
でも、無理だった――,,Cecily
"結局、あの子は
わたしを遠ざけたまま――",,Gurdolin
"わたしを怪物扱いしたまま
自分はしわくちゃに老いて――",,Gurdolin
死んでしまったの,,Gurdolin
"それ以来、人間とは
仲良くならないようにしてるんだ",,Gurdolin
"いつも距離を置いて
お互い、つかず、離れず、ね",,Gurdolin
あれ？,,Elliot
"わたしが人間じゃないって
話したかな？　",,Elliot
わたしは――エルフなの,,Elliot
"人間とは
生きている時間が違うの",,Lise
"あなたは――
あなたやレオやイリスは特別",,Lise
だって、覚者だからね,,Gurdolin
覚者は心臓がなくて――,,Cecily
"心臓が時を刻まないから――
年を取らないんだよね",,Elliot
仲良くしてね？,,
"わたしはゆっくりだけど
年を取る――",,
あなたたちは取らない――,,
"わたしの背が伸びて
胸がふくらんだり――",,
"腰が曲がって
お婆さんになったり――",,
全部、見ていてね,,
"はい――これで告白はお・わ・り
じゃあ、また、神殿で！",,
