old,english,speaker
イリスを覚えているな？,,Joseph
セシリーよ,,Gerd
"おまえは知るまいが、かつて、覚者仲間に
イリスという女がいた",,Gerd
"人懐こく、明るい娘だったが
心の中に闇を抱えていた",,Elliot
その闇を、邪悪な力に利用されてな――,,Lise
結果、オレはイリスを殺した,,Gurdolin
"心中、お察しします
でも、わたしには――関係ありません",,Cecily
見たところ、おまえの闇は深そうだ,,Cecily
"わかりません
それよりも、ロイグに会わせてください！",,Joseph
ロイグ？,,Gurdolin
無事で何よりだ、セシリー,,Elliot
族長ガラダの娘、セシリーだろ？,,Lise
"そうです！　わたしの父はガラダ
そう、わたしは――ガラダの娘です！",,Elliot
"他には、他には何か知りませんか？
教えてください！",,Joseph
"黒騎士に追われている理由！
わたしの、内なる力と――",,Joseph
この焼けるような使命感の正体は！？,,Joseph
悪いけど――知らないんだ,,5002
"わたしが知っているのは
君が黒騎士に追われているという事実だけ",,5002
"理由は知らない
なんとかして助けようと思った",,5002
でも、その望みは叶わず、こうして、ここに――,,5002
そうですか――,,5002
どうしてセシリーを助けようと思ったの？,,5002
"取り繕っても仕方がないから正直に言うと――
族長の娘だからさ",,
族長に一目置かれたかった,,
なーんだ、ロマンティックな話かと――,,
ん？,,
わっ（リアクション）,,
わっ（リアクション）,,
わっ（リアクション）,,
わっ（リアクション）,,
見つけたぞ！　女を渡せ！,,
