"Jp","En","english","speaker"
"覚者よ――
道を極めんとする志を持つものよ――","O Arisen―
thou who seekest to master the path―","","The White Dragon"
"エンブレムストーンの力をかすかに感じる
本来与えられるはずであったかの力
汝の物とするがよい","A whisper of the Emblem Stone's power I perceive.
The might that was destined for thee—
take it unto thyself.","","The White Dragon"
"エンブレムストーンの力をかすかに感じる
本来与えられるはずであったかの力
汝の物とするがよい","A whisper of the Emblem Stone's power I perceive.
The might that was destined for thee—
take it unto thyself.","","The White Dragon"
"エンブレムストーンのことを聞きたいと？
ずいぶんと懐かしい言葉が出てきたものだ","You want to ask about Emblem Stones?
That's quite a nostalgic term to hear.","","Joseph"
"本来、エンブレムストーンは
白竜より覚者に与えられるはずのものだった
それは厳しい鍛練を積んだ覚者を
より強靭にする働きを持つ","Emblem Stones were meant to be
granted to the Arisen by the
White Dragon - rewards to
strengthen proven warriors.","","Joseph"
"しかし、ある時
何者かによって神殿から盗まれて以来
一度も見つかっていないのだ","But ever since someone
stole them from the temple,
they've never been seen again.","","Joseph"
"エンブレムストーンを使うほどの覚者
あるいは使いたがる覚者が
そう現れなかったということもあって
いつしか忘れ去られていたが――","Few Arisen worthy
of Emblem Stones emerged—
fewer still sought them.
Thus, they faded into legend...","","Joseph"
"白竜がおまえにエンブレムストーンのことを
告げたということは、何か動きがあったのだろう
神殿にも情報が届いてるかもしれん
<NPC 1029>あたりに話を聞いてみるがいい","If the White Dragon told you
of Emblem Stones, something stirs.
The temple may know more—
seek <NPC 1029> for answers.","","Joseph"
"本来、エンブレムストーンは
白竜より覚者に与えられるはずのものだった
それは厳しい鍛練を積んだ覚者を
より強靭にする働きを持つ","Emblem Stones were meant to be
granted to the Arisen by the
White Dragon - rewards to
strengthen proven warriors.","","Joseph"
"白竜がおまえにエンブレムストーンのことを
告げたということは、何か動きがあったのだろう
神殿にも情報が届いてるかもしれん
<NPC 1029>あたりに話を聞いてみるがいい","If the White Dragon told you
of Emblem Stones, something stirs.
The temple may know more—
seek <NPC 1029> for answers.","","Joseph"
"なになに、エンブレムストーンだって？
確かジョブごとに力を溜めていけるってやつだよな","Huh? Emblem Stones?
Those things that store
job-specific power, right?","","Renton"
"それっぽい話だったら
ゴブリンたちの王　ギルスタンっているだろ
ほら、ホボリック洞窟でガラクタ集めしてる","If that's what you're after, talk to Gilstan - 
that goblin 'king' hoarding junk in Hobolic Cave.","","Renton"
"そのギルスタンが何か見つけたって
ちょっとだけ騒ぎになってたらしいぜ
もしかすると、それがエンブレムストーン
だったのかもしれない","I heard that Gilstan found something
and it caused a bit of a stir.
Maybe it was an Emblem Stone.","","Renton"
"ちょっとホボリック洞窟に行って
事の真相だけでも確かめてきたらどうだ？","Why don't you head to Hobolic Cave and
at least check out the truth of this?","","Renton"
"ん、どうした？
ホボリック洞窟に行って、ギルスタンに
《エンブレムストーン》のことを
確かめるんじゃないのか？","Huh, what's wrong?
Weren't you going to Hobolic Cave
to ask Gilstan about the
Emblem Stone?","","Renton"
"人、何の用ダ――！
《エンブレムストーン》についてダト？
ふム――ドコから聞きつけたンダ？","Human, what you want――!
About Emblem Stones, ya?
Hmm...
Where you hear dis, eh?","","Gilstan"
"最近――手下どもが
ボルド鉱山の、土の中に
埋まってたのを見つけた","Recently, my boys found one
buried in da dirt at
Volden Mine, see?","","Gilstan"
"価値ある物かと、調べたが――
フン――どうでもいい！
覚者にしか価値ないことがワカッタ！
ココにあっても、タダの石ころ","Checked if it’s worth sumthin’...
Pah! Worthless!
Only Arisen want dis junk!
Jus' a stupid rock to us.","","Gilstan"
"おまえ、取引きするなら
譲ってやってもいいが――
あの石ころ欲しいなら、頼みを聞くんだナ","Trade, huh?
Maybe I let it go...
But if you want that rock,
better ask real nice.","","Gilstan"
"頼みを聞く","Ask for favor","","Gilstan"
"――少し考えさせてほしい","...I want to think a bit","","Gilstan"
"ハナシのわかるヤツだ！
頼みたいこといっぱいある
何を頼むか、考えトク
――また来い","You speak my language, humie!
Lotsa jobs need doin’—
pick your poison.
—Come back later!","","Gilstan"
"フン――
あの石コロが欲しいんじゃナイのか？
気が変わったら――
またハナシに来い！","Hmph...
You no want dat rock?
If you change mind―
Come back and talk!","","Gilstan"
"ココにあっても
何の価値もナイモノだからナ
いつでも相談にノルぞ！","Dis worthless rock
just gathers dust here!
Come beg for it anytime, humie!","","Gilstan"
