"Jp","En","english","speaker"
"《リミット解除》の基本はもうわかったようだな
次は《極限合成》について教えよう","You seem to have grasped the 
basics of Limit Break.
Next, I'll teach you about Ultimate Synthesis.","","Craig"
"いいか――
この世には、さらなる力を秘めた武具が存在する
例えば“最強の武器”として扱われていたような
名高い武具がそうだ","Listen well—
This world holds equipment with even greater power.
Take, for example, those famed arms
once known as the ""strongest weapons.""","","Craig"
"もしそういった武具をオレに渡してくれたら――
その力を極限まで引き出してやることができる","If you hand such equipment to me—
I can draw out their power to the very limit.","","Craig"
"当然だが、《極限合成》を試す前に
★４まで強化していなければならん――","Naturally, before attempting Ultimate Synthesis,
you must first enhance the weapon to ★4...","","Craig"
"オレが前に渡した武具ならば
すでに★４まで強化してあるから
試すには最適かもしれんな","The equipment I gave you before
is already enhanced to ★4,
so they might be perfect for testing.","","Craig"
"アレを使うのが嫌なら
自分で最強と名高い武具を手に入れて
★４まで強化して《極限合成》を試すといい","If you'd rather not use those,
find a piece renowned for it's power,
enhance it to ★4, and try Ultimate Synthesis.","","Craig"
"もう察しはついていると思うが
武具の《極限合成》には
★４まで強化された名高い武具と
素材、費用――そのすべてが必要なのだ","You've probably guessed by now,
but Ultimate Synthesis requires
prestigious ★4-enhanced equipment,
materials, and expenses—all of it.","","Craig"
"最強の武具であろうと、《極限合成》するには
★４まで強化していなければならん――
オレが前に渡した武具ならば、すでに★４だ
《極限合成》を試すには最適かもしれんな","Even the strongest equipment must be ★4
before Ultimate Synthesis.
The pieces I gave you are already ★4,
so they might be perfect for testing.","","Craig"
"もう察しはついていると思うが
武具の《極限合成》には
★４まで強化された名高い武具と
素材、費用――そのすべてが必要なのだ","You've probably guessed by now,
but Ultimate Synthesis requires
prestigious ★4-enhanced equipment,
materials, and expenses—all of it.","","Craig"
"《極限合成》は
武具の攻撃能力を
大幅に向上させるものだ
その真価、ぜひ戦場で試してみてくれ","Ultimate Synthesis greatly enhances attack power.
Test its true worth on the battlefield.","","Craig"
"一つ、これは特に大切なことだぞ――
武具の《極限合成》は
“原則として、武具ごとに１度しかできない”上に
“引き上げられる攻撃能力には個体差がある”","One thing, and this is crucial—
Ultimate Synthesis can generally
be done only once per weapon,
and the attack boost varies by weapon.","","Craig"
"もしも――より攻撃能力を
引き上げた武具を手にしたいと思うなら
新たに武具と費用を準備する必要がある","If you seek weapons with even greater power,
you must prepare new arms and funds again.","","Craig"
"ああ、《黄金石》を使うのであれば
すでに《極限合成》した武具に対しても
再び試すことが可能だったな","Ah, but if you use Golden Gemstones,
you can try again even on equipment
that has already undergone Ultimate Synthesis.","","Craig"
"それにしても、だ――
お前は本当にオレの話をよく聞いてくれる
オレは昔、そこまで真剣に他人の話を
聞かなかった","That said... you really pay attention.
Back then, I never listened that intently.","","Craig"
"またか、と思われるかもしれんが
オレの昔の装備品を持っていくといい
どう使うもお前の自由だ
ただ、お前に託したい――それだけだ","You might think I'm repeating myself,
but take my old equipment.
Use it as you see fit.
I just want to entrust it to you... that's all.","","Craig"
