"Jp","En","english","speaker"
"そういえばの話なんですけど――
この近くに《<STG 1149>》
に通じている扉があるのをご存じですか？","Speaking of which ― did you know
there's a door around here that leads
to <STG 1149>?","","Toyugaru"
"あれって、この地方に古くから伝わる
いわく付きの扉らしいですよ","They say it's an ""ancient door
with a dark history"" in this region.","","Toyugaru"
"「特別な異空間に通じてる」
「幽霊がいる」なんて、色んな噂が
立ってるみたいです","Legends tell of a portal to another realm.
Ghost stories and strange rumors abound.","","Toyugaru"
"中は古い霊廟らしいですけど
本当は建て替えるはずだったとか――","Inside lies what appears to be an ancient tomb.
There were even plans to rebuild it...","","Toyugaru"
"僕は――わざわざ行きたいとは
思いませんね","Personally, I wouldn't go out of my way
to visit such a place.","","Toyugaru"
"《<STG 1149>》って
色々と変な噂が立ってるところですよ
僕はわざわざ行こうとは
思いませんね","《<STG 1149>》 is a place shrouded
in all sorts of strange rumors.
I wouldn't go out of my way to visit it.","","Toyugaru"
"白き竜の覚者よ
ようこそ《<STG 1149>》へ
お待ちしておりました","Arisen of the White Dragon,
welcome to <STG 1149>.
We have been awaiting you.","","Morgan"
"ここは過去のアッカーシェランへと続く間
――悪しき竜の竜力は各地を巡り
“土地の持つ記憶”――すなわち“本当の歴史”とも
いえるものを塗り替えつつあります","This is the passage to the past of
Acre Selund. The Evil Dragon's power
spreads across the land, rewriting
""the land's memories""—its true history.","","Morgan"
"貴方には、アッカーシェランの土地が持つ
“記憶”を守っていただきたい――","We ask you to protect the ""memories""
held by the land of Acre Selund...","","Morgan"
"そのために、《石碑の試練》に立ち向かい
石碑に秘められた竜力を解放することで
土地が、悪しき竜の影響に抵抗できる状態に
していただきたいのです","To do so, face the Trial of the Stone Monument,
release the Dragon Force sealed within,
and strengthen the land's resistance
to the Evil Dragon's influence.","","Morgan"
"戦う力を持たぬ者を
過去のアッカーシェランへと送ることはできません
だからこそ私は、貴方をお待ちしていたのです","We cannot send those without the
power to fight into the past of Acre Selund.
That is why we awaited you.","","Morgan"
"石碑の試練とは？","What is the Trial of the Stone Monument?","","Morgan"
"戦う力について","About the power to fight.","","Morgan"
"特に気になることは無い","Nothing.","","Morgan"
"石碑の試練とは、本来であれば
各地の《英霊眠りし道》に挑む者のため
用意された試練――","The Trial of the Stone Monument is originally
a trial prepared for those who challenge
the ""Hero's Rest"" in various regions.","","Morgan"
"ですが、現在は過去が蝕まれる非常事態
石碑に封じられた力を解放することで
過去を蝕む悪しき竜力に
一時の間、抵抗することができるでしょう","But now, with the past under siege,
releasing the power sealed in the monuments
can temporarily resist the Evil Dragon's
corrupting influence.","","Morgan"
"貴方はすでに相当な戦力をお持ちのはず
しかし、過去のアッカーシェランを救うという
私の計画に協力していただけた暁には
貴方はさらなる力を手にすることでしょう","You already possess considerable strength.
But if you aid my plan to save the past of
Acre Selund, you will gain even greater power.","","Morgan"
"石碑や土地に秘められた火竜様の竜力――
もちろん貴方よりいただいた援けにも
還元いたします","The monuments and land hold hidden
Lord Fire Dragon's might - and of course
we'll return your aid as well.","","Morgan"
"貴方がさらなる力を手にすることは
このアッカーシェランの未来のため
必要なことでもありますので","For you to obtain greater power is also
necessary for the future of Acre Selund.","","Morgan"
"ひぇっ――
《<STG 1149>》に行ってきたんですか！？
ど、どうでした？　何かありました？","Eek! You went to <STG 1149>!?
Wh-what was it like? Did anything happen?","","Toyugaru"
"あの扉の中に入って
無事に出てきた人には
新たな力が授けられるって話も
聞きましたけど――どうです？","I heard that those who enter that door
and come out safely are granted
new powers—what do you think?","","Toyugaru"
"あっ！　もしかしたら、覚者さまが
お仕えになっている竜を訪ねたら
何か起こるかも――ですね","Ah! Perhaps if you visit the Dragon
that Master Arisen serves,
something might happen...","","Toyugaru"
"あとは――《期間解放スポット》が
増えてたりするんでしょうか？
＜エリアリスト＞の＜スポット情報＞を
確認してみてくださいよ！","Also, perhaps the Periodically Unlocked Spots 
have increased? Check the
Area List's Spot Info to see!","","Toyugaru"
"《<STG 1149>》から
帰ってきた人には、新たな力が
授けられるって話ですよ！
どうです？　何かありました？","They say those who return from <STG 1149>
are granted new powers!
So? Did something happen?","","Toyugaru"
"あっ！　もしかしたら、覚者さまが
お仕えになっている竜を訪ねたら
何か起こるかも――ですね","Ah! Perhaps if you visit the Dragon
that Master Arisen serves,
something might happen...","","Toyugaru"
"覚者よ、よくやった――
この身を巡る竜力が新たな高みに至った","Arisen, well hast thou performed――
The dragon's might that dwelleth in me
hath risen to newfound heights.","","The White Dragon"
