old,english,speaker
"ここはわたしの故郷なんだ
かつてはナバド村と呼ばれていた",,Leo
"子供の頃に流行病があって――
でも、フィンダムには対処法がなくてね",,Leo
そもそも、病は、報いや罰だと考えられていたんだ,,Leo
"ただ死を待つだけの日々――
人がバタバタと死んでいった",,Leo
やりきれない話だね,,Leo
でも、フィンダムは変わりました,,Leo
"怯えて死を待つだけの時代に、父が終止符を
打ったのです",,Leo
"今、父は"芯なる樹"を救うために奮闘しています
フィンダムの未来は明るい――そう信じています",,Leo
""芯なる樹"が腐るってのは、竜が病気に
なるようなものか？",,Gurdolin
""芯なる樹"と竜は不可分
だから、そう言っても、間違いではない",,Leo
"腐敗の原因を作ったのは
どこからか現れた、あの黒騎士だ",,Leo
"黒騎士は倒したから、あとはどうやって
この世界を救うか――だね",,Leo
"精霊竜ウィルミアと話さなくてはなりません
もちろん、父にも帰還を報告しないと――",,Leo
"おいおいなんだあれは！？
向かってくるぞ！",,Lise
