old,english,speaker
覚者よ、白竜の覚者よ,,Mysial
頼もしくなりましたね,,Mysial
精霊竜の継承、大変にごくろうさまでした,,Mysial
"精霊竜が、竜としての理を取り戻したことで
レスタニアの危機は回避されました",,Mysial
"しかし、白竜がまだ回復の途上にあることを
思うと――油断は禁物です",,Mysial
"世界は五大竜と呼ばれる竜たちによって
守られています",,Mysial
白竜、精霊竜、そして黒竜――,,Mysial
"黒き竜の、闇で蠢く思惑の断片に
あなたも、触れたはずです",,Mysial
"残りの二竜も
ほどなく、あなたは知ることになるでしょう",,Mysial
レスタニアの、本当の危機はこれからです,,Mysial
"強くなりなさい
そう、レオのように――",,Mysial
交わることを禁じられた大陸が――,,5002
――異なる竜の大陸がレスタニアで交差した,,5002
竜たちですら気づいていなかったが――,,5002
"世界は、その瞬間、理という鋳型から
取り出されたのだ",,5002
"はて――それはいったい誰の仕業だろうか
何を望んだ結果なのだろうか",,5002
"時にレスタニア歴、３２４年
竜の理を解く、物語は動きだした",,5002
