old,english,speaker
自軍旗の防衛に失敗した――,,0
"ダクレイム砦に現れた魔物の討伐に成功した！
次の戦闘エリアへの封鎖が解除された",,0
自軍旗を狙う強敵が現れた！,,0
"自軍旗を狙う強敵を全て討伐した！
ダクレイム砦へのワープが更に解放された",,0
"プレイヤーの体力が尽きた――
自軍旗を狙う魔物が更に現れた",,0
"ジフール砦に現れた魔物の討伐に成功した！
次の戦闘エリアへの封鎖が解除された",,0
"自軍旗を狙う強敵を全て討伐した！
ジフール砦へのワープが更に解放された",,0
"隠匿の王間に現れた魔物の討伐に成功した！
次の戦闘エリアへの封鎖が解除された",,0
"自軍旗を狙う強敵を全て討伐した！
隠匿の王間へのワープが更に解放された",,0
"魔角の間に現れた魔物の討伐に成功した！
――黒騎士との戦いに合流せよ",,0
ウシュムガルの体力を削り、黒騎士を出現させよ――,,0
"プレイヤーの体力が尽きた――
手に入れた効果の全てが消滅した",,0
討伐対象の魔物が弱体化した！,,0
旗の修復,,0
＜黒示す王の間＞に黒騎士が出現した――！,,0
幻影を討伐したことでウシュムガルの力が弱まった――,,0
"【１/４】
ドラゴンズドグマオンラインを
ここまでプレイしてくれてありがとう！",,0
"【２/４】
――見つかった！？
最高じゃねーか！",,0
"【３/４】
主にエレメントアーチャーで
皆さんと一緒にプレイしています",,0
"【４/４】
What will it be today?
ｵﾊﾞﾀﾞﾋﾞｨﾄｩﾃﾞｲ",,0
"プレイヤーの体力が尽きた
戦況が悪化していく――",,0
