old,english,speaker
"誰かの覚え書き1：次の担当者へ",,0
"最奥、《聖滝の間》に入るには
《水流制御室》で滝を止める必要がある――",,0
"問題は"失われた鍵"の所在――
鍵がなければ、制御室へ入れないのだ",,0
"私の記憶が正しければ
まずは、入口左の階段を下りた辺りが怪しい",,0
"誰かの覚え書き2：次の担当者へ",,0
"この辺りに無いとなると――
《中央大水廊》の辺りだろうか",,0
"誰かの覚え書き3：次の担当者へ",,0
"ここでも見つからなければ
右手通路か――",,0
"魔物が湧き出てこないよう
正面門に通じる扉は封鎖しておこう
近くに開閉用のレバーがあったはずだ",,0
"誰かの覚え書き4：次の担当者へ",,0
"――ここにも無いとなれば
この階段を登った先、２階に違いない！",,0
"誰かの覚え書き5：次の担当者へ",,0
"まだ無い――だと
この先、２階中央が《水流制御室》だ",,0
"部屋の前までは鍵を持っていたはずだが
通路の宝箱に手を伸ばしたときに床が崩れ――",,0
"グリッテン砦正門が開き、
補給担当のジョナスが砦に配属されました",,0
