old,english,speaker
"全隊、待機
これより生死の検分に入る！",,Cecily
貴殿も一緒に来てくれ,,Gurdolin
ぐおっ？！,,Elliot
うわっ？！,,Lise
うわっ？！,,Elliot
うわっ？！,,Cecily
はっ！！,,Gurdolin
いくら腕をあげようとも油断は命取りだ,,Cecily
"レオよ――久しいな
いったい、どこにいた",,Gurdolin
さあ――なんとも答えにくい質問だ,,Gurdolin
放浪は、いまだ誰も知らない力を求めてのこと――,,Gurdolin
"しかし、それは何かと問われても
まだ答えを知らない上に――",,Gurdolin
"目下、オレの興味は、フィンダムと呼ばれる
まだ見ぬ大陸にある",,Gurdolin
てめえ、どうしてフィンダムを知っていやがる？,,Elliot
"友人から聞いた
フィンダムから来た、ロイグという男だ",,Elliot
セシリーだな？,,Elliot
"一緒に“飛ばされた”若い娘がいることは
ロイグから聞いている",,Lise
セシリー、ロイグって知ってる？,,Lise
その、ロイグに会わせてください,,Gurdolin
今は無理だと答えておこう,,Cecily
"わたしには果たすべき役割があるはずです
その人が、知っているかもしれません",,Elliot
"記憶を取り戻すきっかけを
くれるかもしれません！",,
少し時間をおこう,,
"おまえの目には、ある種の輝きが宿っている
いや、熱で潤んでいるとでも言えばいいのか――",,
"かつて、ふたりの女の目に
同じ輝きを見たことがある",,
イリス――ミシアル――,,
ふん！,,
ふたりとも、運命に殉じるかのように、死んでいった,,
わたしには関係のないことです！,,
"頭を冷やして出直して来い――
今はそう言うしかない",,
