old,english,speaker
隊長！,,Leo
ジリアン、状況を！,,Leo
"見ての通り、このあたりのオークは追い払った
戦の将を討ったお陰で、メガドの戦力は落ちている",,Leo
ジリアンの獅子奮迅の活躍に心が震えました,,Leo
"そこに隊長たちが参戦してくれるのですから
我々の勝利は確実",,Leo
ここは一気に押し込むべきと思いますが,,Leo
仰せの通り,,Leo
さあ、ネド王子！,,Leo
集いし我が臣民、いや同志たちよ,,Gurdolin
"皆の知る通り、この地は絶望の沼に
沈みかけていました",,Leo
"僕らは敗北と死に慣れてしまって
心を奮い立たせる術を忘れてしまっていた",,Leo
"でも、そんな日々はもう終わります
活気と笑顔でいっぱいの王都メガドを思いだそう！",,Leo
"それはすぐそこにあるんだ
少し手を伸ばせば、取り戻すことができるんだ",,Leo
"僕らのメガドにやつらの居場所はない！
さあ、皆で追いだしてやろう！",,Lise
うおーー！！！（雄叫び、リアクションボイス）,,Gurdolin
おーー！！（雄叫び、リアクションボイス）,,Elliot
おーー！！（雄叫び、リアクションボイス）,,Leo
おーー！！（雄叫び、リアクションボイス）,,Gurdolin
おーー！！（雄叫び、リアクションボイス）,,Lise
