old,english,speaker
さあメルゴダの深淵での出来事を教えてくれ,,Joseph
"――嗚呼、ミシアル
なんということを――",,Joseph
"ジョゼフ様、もうこうしてはいられません
ミシアルの覚悟に報いることを考えましょう",,Klaus
"ふむ――そうかもしれんな
我々に残された魔物の命",,Joseph
"その命で白竜がまた羽ばたいてくれるのであれば
すべての犠牲は報われる――",,Joseph
"違うんです！
その命は第三のアークに捧げるんです",,Klaus
"ズールは死ぬ間際に
「ゲートを開く」と言ったとか",,Klaus
"おそらく、そのゲートの向こうに
ディアマンテスがいるのでしょう",,Klaus
"ならば、こちらから行ってやろうでは
ありませんか",,Klaus
"馬鹿なことを言うな！
今後のことは――",,Joseph
"会議などで時間を浪費している
場合ではありません！",,Klaus
"クラウスよ、落ち着け
せめてレオの意見を聞いてからでも遅くはない",,Joseph
――なんだと？　レオが姿を消した！？,,Joseph
"命の器はレオが持っているんだね？
だったらレオは僕と同じことを――",,Klaus
"クラウス、忘れたのか？
イリスの身に起こったことをもう忘れたか",,Joseph
"レオに限って――
いや、早くレオを見つけなくちゃ！",,Klaus
