old,english,speaker
隊長さん――相談があります,,Cecily
わたしの記憶は、まだ戻りそうにありません,,Cecily
黒騎士に追われる理由――,,Cecily
"せめてそれだけでも思い出せないものかと
努力しているのですが――",,Cecily
やはり時間がかかりそうです,,Cecily
"それなのに、ここにこうしていると――
居場所を黒騎士やズールに知られたら――",,Cecily
"みなさんをまた危険な目に
あわせてしまうことになります",,Cecily
"わたしはどこか遠くへ行かねばなりません
みなさんを巻きこまずにすむ、遠い、どこかへ",,Cecily
"このレスタニアに安全な場所などない
白竜様のお言葉、覚えてるよね？",,Elliot
力を――試してみます,,Cecily
"隊長を、どこかの島へ飛ばしてしまった力――
あの力を自分に使ってみたいのです",,Cecily
セシリーよ、ならぬ,,The White Dragon
"見極めなきままに力を放てば
おまえはその力に呑まれてしまうだろう",,The White Dragon
"人は弱い
時にその弱さは世界を危うくする",,The White Dragon
他に方法がないのです！,,Cecily
"ならば、おまえの記憶が戻ったなら
力の解放を許そう",,The White Dragon
"記憶を取り戻し、それでも尚
力が必要だと信じるならば一度だけ",,The White Dragon
それまでは、けして、ならぬ,,The White Dragon
