old,english,speaker
ほう――,,Joseph
セシリーよ――,,The White Dragon
"おまえから、大きな力を感じる
善とも悪ともつかぬが――",,The White Dragon
その力、我がレスタニアに及ぼす影響は大きい,,The White Dragon
"この地の行く末を変えてしまうほどの力が
おまえには宿っているようだ",,The White Dragon
おそらく――竜の力であろう,,The White Dragon
"本来交わることなき竜と竜の力が交わった
言わば、おまえはその交点",,The White Dragon
黒騎士がわたしを求めるのはそのせいですか？,,Cecily
――知らぬ,,The White Dragon
"白竜様――その深き叡智で
わたしの進むべき道をお教えください",,Cecily
わたしは――ここにいてはいけないのです,,Cecily
"魔物を呼び寄せ、みなさんを危険に
さらしてしまいます",,Cecily
"おまえを追う者どもが竜に連なる者ならば
このレスタニアに安全な地など存在せぬ",,The White Dragon
そんな気がしてましたよ,,Elliot
"神殿に集う者たちよ
この娘――命を賭して守るのだ",,The White Dragon
異国の娘、セシリーよ,,The White Dragon
"この者たちを信じ、ともに歩み
おまえの内から失われた真実を取り戻せ",,The White Dragon
ありがとうございます！,,Cecily
