old,english,speaker
ちょうどいい――おまえも聞いてくれ,,Elliot
"へえ、出世したね
それはともかく、レオ――",,Elliot
"自分としては――
楽観視すべきではないと思う",,Gurdolin
"あの臭いは――
ただの攻撃臭ではない",,Gurdolin
"おまえが言うなら
その通りなんだろうよ",,Elliot
"よし――
増援部隊を編成しよう",,Elliot
"巡回に出ている覚者たちを
呼び戻して――",,Mysial
時間がかかりそうだな,,Mysial
"レオ統率――
なぜ我々に声をかけない",,Mysial
"万が一グリッテン砦が陥落したら
ここもただでは済まない",,Mysial
その通りだが――,,Mysial
"白騎団と覚者の混成部隊は
何かと問題があるからな――",,Mysial
レオ――,,Mysial
"両者の確執は
一部の覚者たちの態度が問題だ",,Mysial
落ち度は我々覚者の方にある,,Mysial
ほう――,,Mysial
立場の違いはある,,
"しかし、我々は
白竜とともに生きる同志のはず",,
"わかった、ヴァネッサ
おまえの言うとおりだ",,
"では、ゲルト白騎団長
砦へ騎士達を送ってくれ",,
ふむ――英断だ,,
"ただし、ここにも人員を残す
まどろむ白竜の、最後の防衛線だ",,
