old,english,speaker
精霊竜の覚者セシリーよ――,,The White Dragon
"おまえが継承を受けた竜力はごくわずか――
フィンダムの習わしか？",,The White Dragon
継承の最中に黒騎士が現れました,,Cecily
"そこで精霊竜は、大地の一部と一緒に
転移させることで――",,Cecily
わたしを、襲いかかる黒騎士から守ったのです,,Cecily
"わたしは巻きこまれただけらしい
特別な理由があるのではないかと期待したが",,Loeg
結局――何もなかったな,,Loeg
"自分と同じ境遇の人がいてくれて
どれほど心強かったか――",,Cecily
一緒に、帰りましょう？,,Cecily
帰り方、わかった？,,Lise
"フィンダムへの道を切り開く力なら
すでに精霊竜から授かっています",,Cecily
"でも、黒騎士を倒さねば、どこにいても同じ
――何度でも同じことが起こるでしょう",,Cecily
"白竜様が、帰還をお許しにならなかったのは
そのことにお気づきだったからですね？",,Cecily
で、黒騎士って、何者？,,Elliot
"ズールが黒騎士のポーンなら
黒騎士はどっかの竜の覚者ってことだろうよ",,Gurdolin
"あの甲冑の下にどんな素顔があるのか――
わたしにもわかりません",,Cecily
"正体なんて、後まわしでいい
とにかく黒騎士を倒さねえと、先が見えねえ",,Gurdolin
ふむ――,,Joseph
二竜の覚者が共闘するこの戦いは――,,Joseph
両大陸への侵略者たる黒騎士との決戦,,Joseph
"その命運を握るのは、おまえたちだ
――心して、頼むぞ",,Joseph
