old,english,speaker
"以来、新しいレスタニアの歴史が始まり
現在に至っている",,Joseph
"かつてより繁栄しているとも
平和だと言うつもりはないが――",,Joseph
"この愛おしい世界にまた脅威が現れた
ディアマンテスは諦めていなかったのだ",,Joseph
"となれば我々がすべきことはひとつ！
脅威――即ち、飛来したアークの排除である",,Joseph
"アークはレスタニアに仇なす厄災を運ぶ船
放置すればアークが次のアークを呼ぶ",,Joseph
"皆で知恵を出し合い破壊の方策を見つけ出し
力を合わせて事を為すのだ",,Joseph
ジョゼフ様、僕の進言は無視ですか！？,,Klaus
クラウス、場をわきまえよ,,Joseph
"この場での発言は――
わたしに楯突くのとは訳が違うぞ",,Joseph
穏やかではないな,,Gerd
"察するに――例の噂が関係あるのか？
ここに錬金術師の子孫がいるとかいないとか――",,Gerd
"血で継承されるものなどありません
その者の言動で判断すべきです",,Klaus
待ってくれ,,Leo
レオ！？,,Joseph
話は聞かせてもらった,,Leo
クラウス――ここはジョゼフに従おう,,Leo
"ジョゼフ、アークを破壊する方法を
探す必要があると言ったな",,Leo
"それはあんたとクラウス――
必要であれば騎士団に任せてもいいか？",,Leo
"俺たち覚者には休息が必要だ
アークへの遠征でそれが身にしみた",,Leo
"おまえがそんなことを言うとは
よほどのこと――",,Joseph
"ああ、任せてくれ
クラウス、ここはレオに免じて――いいな？",,Joseph
――はい,,Klaus
