old,english,speaker
"おい、事を起こすぞ
オークの巣窟に攻め込む",,Leo
"おまえは遠征部隊の頭数にはいっているから
売り込みは無用だ",,Leo
"キースヒルトの命を奪われてからというもの
情報収集に努めているが――",,Leo
今のところ大きな変化は報告されていない,,Leo
オークどもがあいつの命をいつ、どこで――,,Leo
"どのような目的で使う気なのか――
未だに謎のままだ",,Leo
しかし、いつまでも待ち続けるわけにはいかない,,Leo
"敵の本拠、ガルドノック砦を突いて
キースヒルトの命を奪還するんだ",,Leo
"実に楽しそうだが
わたしは誘ってもらえないのか？",,Vanessa
"ヴァネッサは留守を頼む
昨今の戦いで騎士が減ってしまってな――",,Leo
"俺たちの作戦の結果、ここが危険に晒される
可能性も考えなくてはならない",,Leo
"それは責任重大だな
いいだろう――ここは忘れて存分に戦え",,Vanessa
加えて､ひと言あるが、いいか？,,Vanessa
ああ,,Leo
"運があるようなら、腐れオークどもを逃がすな
根絶やしにしても誰も文句は言わない",,Vanessa
もとより、そのつもりだ,,Leo
だが、少々、厄介な問題がある,,Leo
"ガルドノック砦は難攻不落――
侵入さえ、困難だろう",,Leo
"その困難を乗り越える方法を
俺たちで見つけ出す必要がある",,Leo
"手分けをして、その方法を探そう
おまえは《ドラワンの村》で情報を集めてくれ",,Leo
