old,english,speaker
もしやネド王子！,,Leo
王子、よくぞご無事で,,Leo
彼らはメガドの守護兵です,,Leo
どうか顔をあげてください,,Leo
"僕を逃がすために戦ってくれた
あなたたちの勇姿はけっして忘れません　",,Leo
"なんとありがたいお言葉
亡き同僚たちにも聞かせてやりたかった――",,Leo
"メガド陥落後――なんとか神殿だけはと
粉骨砕身して参りましたが",,Leo
"オークと異なる、恐ろしき者が現れ
一同は総崩れに――",,Leo
恐ろしき者――とは？,,Gurdolin
真っ黒な鎧に身を包んだ恐ろしい騎士です,,Leo
あん！？　真っ黒な鎧だあ？,,Leo
"黒い鎧は珍しくもないでしょうけど
ひとりで戦況を変えるほどの騎士は――",,Leo
"あの、フィンダムを乱した黒騎士ってこと？
闇に送り返したのに？",,Leo
"本格的に俺たちの出番になりそうだな――
なあ隊長",,Lise
時に、そこにいるのはジリアンか？,,Gurdolin
"父上は我々をここへ寄越すために戦い、散った
誠に立派な最期であった",,Elliot
辛い報せだが――伝えておこう――,,Leo
