old,english,speaker
エリオット――いいのか？,,Black Knight
"心配かけちゃいましたね
それで、王子はやっぱり――",,Cecily
ああ、戻らない,,Loeg
"王子のことは気掛かりだが――
これ以上、事態を引き伸ばすことも叶わぬ",,Loeg
"王子の足の運びを考えると、あと少しで
悪しき竜の元へ辿り着くはずだよ",,Loeg
"全てが予定通りという訳にはいかなかったが
我らと大陸の未来は決することになろう",,Cecily
"ずっと、悪しき竜に踏み潰されるか
焼き殺されることばかり考えていたんだ",,Cecily
"ほら、エリオットを残して隊長たちが
レスタニアに帰って――",,Loeg
"また戻ってきた、あの日までね
あの日、わたしは、本気で希望を信じることにした",,Loeg
"あなたたちがいなかったら
わたしはここまで戦えなかった",,Cecily
――ありがとう,,Cecily
"レスタニアじゃあな、事が終わる前に
礼を言うのはひどく縁起が悪いんだ",,Gearóid
そうなの？　じゃあ、取り消すよ,,Gurdolin
"では隊長、いよいよですね
精一杯、王子の力になってあげましょう",,Lise
"きっと、うまくいくよ
理由はわからないんだけど――",,Elliot
"近くに隊長を感じると、勇気とか力が
湧いてくるんだよね",,Gearóid
ああ、まるで竜の加護の如くってやつだな,,Gearóid
隊長は不思議な人だね,,Gearóid
本当に,,Gearóid
"さあ、思い残すことがなくなったんなら――
出発するぞ",,Cecily
