old,english,speaker
くだんの覚者とは――貴様か――,,Leo
王子！,,Leo
ほう、やるもんだね、異国の覚者ってのは,,Leo
ネド王子！　よくぞご無事で――,,Leo
メイロワ将軍！,,Leo
盗賊よ、王子が世話になったな,,Leo
"王家が滅んだら
盗む相手がいなくなるからね",,Leo
盗みなど、やめればよかろうに,,Leo
"ベルタ――
僕を守ってくれて本当にありがとう",,Gurdolin
"あなたたちのことはジリアンから聞きました
ご尽力に感謝します",,Leo
"この国の悪しき炎が
レスタニアに及ばないよう――",,Leo
"出来る限りのことは
させて頂くつもりです",,Leo
"覚者が大勢いるなんて
なんだか少し――羨ましいです",,Leo
あっ！,,Lise
――その輝きは覚者の証！,,Gurdolin
覚者に囲まれ、眠りし力が共鳴したとでもいうのか,,Elliot
"やはりわしの思った通りだった！
女王様は密かに王子を覚者にされていたのだ――",,Leo
希望が、さらなる未来まで繋がりましたぞ！,,Gurdolin
"僕が、この国の正統な覚者に――？
でもメイロワ将軍",,Lise
"僕はまだ子供で――
知恵も力もまったく足りません",,Elliot
アッカーの名に恥じぬ戦いはできるのでしょうか？,,Gurdolin
"王子――
わしらにお任せ下さい",,Gurdolin
"レスタニアからの頼もしい援軍とともに、敵に
奪われたもの、何もかも取り返してお見せしましょう",,Lise
"滅びの道を歩んでいたアッカーシェランに
希望の火が灯った",,Lise
しかし、人々は思わずにはいられない,,Elliot
"悪しき竜によって蹂躙された大地に芽吹いた希望が
白竜の覚者たちによってもたらされたものならば――",,Elliot
"この地に彼らを呼びつけた悪しき竜の意図は
いったいどこにあるのだろうか",,Lise
"竜の心を知るには――
人はまだ小さき者に過ぎないのだろうか",,
