old,english,speaker
"体調が悪けりゃ隣のおばちゃんな
で、戦技についての相談なら俺だ",,Axel
"おっと、勘違いするなよ
一応俺も癒しの術は使えるんだ
これでもプリーストの端くれだからな",,Axel
"だけど、メガドまで帰ってきたんなら
ごちゃごちゃやるより
一眠りすりゃいいんだよ、何かと",,Axel
"危険な任務に同行させられることが多くてさ
こうやってメガド守ってればいいってなると
逆にどうしていいかわからなくなるんだよなぁ",,Axel
"――ってわけで
とりあえず戦技の相談に乗ってるんだ
まぁこれはこれで楽しいけど",,Axel
"まさかとは思うけど
同じアビリティを
いつでもどこでも付けっぱなし――
なんてしてないよな？",,Axel
"状況に合わせて付け替える！　これが鉄則！
じゃないと前線で生き残れないぞ",,Axel
"大変なことになっちまったよな
空が歪むなんて――",,Axel
"俺もまた戦闘部隊に配属されるのかな
ここの手伝いも慣れてきたところなんだけど",,Axel
"――ま、俺なんかが考えて
どうこうなるわけじゃない",,Axel
"俺は従うよ
あんたとか、うちの隊長とか
王家の人とかにさ",,Axel
"そこのおばちゃんが全然気にしてないっぽいから
なんか俺も気楽でいられるよ",,Axel
