old,english,speaker
"あらぁ、わざわざこんな所に何の用？
魔女が住んでるって噂でも
聞いてきたのかしら？　ふふふ",,Emerada
"術士として見込みがありそうなら
特別に教えてあげてもいいわよ　",,Emerada
"ソーサリーと呼ばれる
今やこの地から失われゆく魔術の極意をね
あなた、興味ある？",,Emerada
"魔術の真髄は森羅万象への理解
自然の中で一体となり
頭と身体で感じる事が大切なのよ",,Emerada
あらぁ、わざわざこんな所に何の用？,,Emerada
"――あら、パトリシアからの紹介？
なら、見込みある人みたいね",,Emerada
"あたくしはエメラダ、《ソーサラー》よ
大きすぎる破壊の力ゆえ
今は神殿で禁じられた術――魔術を伝えているの",,Emerada
"世界を包む霊、質、量、法則を知り
望む力を生みだす技、その根源は
生死や世界そのものの成り立ちにまで
深く繋がっているわ",,Emerada
"ふふ、もしかしたら神殿が禁じたのは
そういう所が、例のあの学問と似ているから――
かもしれないわね",,Emerada
"激しい魔力の本流を感じ、魔法陣を練って
解き放つの――！
その快感、あなたも味わってみない？",,Emerada
"あたくしの出す試練を見事こなせたら
《ソーサラー》への入門を認めてあげるわよ",,Emerada
"魔術師のこと、知りたいの？
あたくし達《ソーサラー》はスペルと理律
によって万物を理解し紡ぎ、精錬するの――",,Emerada
"神官の術とは全く異なるものなのよ
簡単に言うと、学問に近い術体系かも
しれないわね",,Emerada
"世界を包むさまざまな力の法則を知り
紡ぎ、操る技なの
そしてその力は、生死や世界そのものの
成り立ちに深く繋がっているわ",,Emerada
"魔術の多くが破壊の力として顕れるのは
そのせいかしらね？　ふふふ",,Emerada
"どう？
少しは興味を持ってもらえたかしら
あなたに相応の実力と信頼があれば――
もっと深く教えてあげるわ",,Emerada
"ソーサラーにとって、《スペリング》の
習熟が一つの大きなポイントね",,Emerada
"同じ魔法でも、詠唱中に魔力を練る人と
そのまま詠唱する人では
実戦での威力はかなり変わってくる",,Emerada
"才能もあるかもしれないけれど
スペリングは基本、努力と練習で
身に付けるものなの",,Emerada
ふふふ、練習を怠ってはダメよ,,Emerada
"ふふふ
あなたの素養、確認させてもらったわ
合格よ",,Emerada
"ようこそ、魔術の世界へ！
新しき《ソーサラー》として
あなたを歓迎するわ",,Emerada
"でもまだ魔の扉は開かれたばかり
あなたがこの先、魔術をどれほど識り
求め、体得できるかどうかは修練次第よ",,Emerada
"その師として魔女の血脈である
あたくしが、直々に導いてあげるわ",,Emerada
ふふふ――感謝しなさい,,Emerada
"あなた、魔術師としてそこそこ腕を
上げてきたようね
そろそろ頃合いかしら",,Emerada
"さらに一歩
魔の深淵に近づく術を授けてあげる
さぁ、すぐにスペリングの修行を始めなさいな",,Emerada
"あぁ、あなたがここまでの域に
到達するなんて、あたくしも嬉しいわ",,Emerada
"魔術の極意、あなたに授けてあげましょう
《ソーサラー》の魔術とは、己の身を
世界にあまねく大いなる力と一体化させる術",,Emerada
"人であることを忘れ、力に身を委ねなさい
そして、深淵に踏み込みなさい――
ふふふ",,Emerada
"あらぁ、パトリシアからの紹介があった人じゃない
魔の深淵へ近づく覚悟を決めたのね",,Emerada
"いいわ、まずは改めて自己紹介といこうかしら
あたくしはエメラダ、《ソーサラー》よ
大きすぎる破壊の力ゆえ
今は神殿で禁じられた術――魔術を伝えているの",,Emerada
"世界を包む霊、質、量、法則を知り
望む力を生みだす技、その根源は
生死や世界そのものの成り立ちにまで
深く繋がっているわ",,Emerada
"ふふ、もしかしたら神殿が禁じたのは
そういう所が、例のあの学問と似ているから――
かもしれないわね",,Emerada
"――見たところ、あなたはまだ
魔の扉を開いたばかりのようね
あなたがこの先、魔術をどれほど識り
求め、体得できるかどうかは修練次第よ",,Emerada
"その師として魔女の血脈である
あたくしが、直々に導いてあげるわ",,Emerada
"たくさん課題を出して、磨いて――
もっとずっと強くて魅力的な
《ソーサラー》に仕上げてあげる",,Emerada
ふふふ――感謝しなさい,,Emerada
"《ソーサラー》として
あなたはまだ可愛いヒナ鳥――",,Emerada
"せめて、基礎魔法程度は
自分の力で使えるようになりなさい",,Emerada
"そうね
ジョブレベルが１８になって
せめて神殿の訓練官さんから巣立ち
の許可が貰えたなら――",,Emerada
"もう少し大人の魔法を
教えてあげてもいいわ",,Emerada
"あら、あなた
ヒナ鳥から若鳥くらいまでには
成長しているじゃない",,Emerada
"神殿の訓練官さんに、本格的に
魔術を習ってもいいかの確認は
してくるのよ",,Emerada
"あたくしもパトリシアとの信頼もあるし
一応神殿の顔は立ててあげないとね",,Emerada
