old,english,speaker
"まぁ、覚者様
フェルヤナ一帯についてのお話でしょうか？",,Nayajiku
"あら、どなたでしょうか？
拠点の礎であれば
この隠れ家の外にございます",,Nayajiku
"かりそめのエリアマスターではありますが
この辺りのお話でしたら
わたしがお受けいたしましょう",,Nayajiku
"ふふ、おいででしたのね
展望城、ひいてはフェルヤナ一帯について
何か必要な情報が――？",,Nayajiku
"幸い、ここは規模こそ小さくとも全員が食べ、
眠る場所を維持するだけの力はあります
それぞれが力を尽くしてくれた結果です",,Nayajiku
"この辺りのエリアマスターは
他にいたはずですが――
この混乱の中、行方が知れません",,Nayajiku
"しかし――誰かがエリアの情報を
取りまとめねばなりません
そこで、わたしがかりそめのエリアマスターを
名乗らせていただいております",,Nayajiku
"戦乱の中、たくさんのものが破壊されました
それは家屋であり、人々の心であり――
そしてアッカーシェランという国が築いてきた
文化すらも犠牲になりつつあります",,Nayajiku
"そう、例えば《展望城》――
あれは文化的にも防衛的にも重要な城
魔軍の手に落ちてしまったのは
大変つらいことです",,Nayajiku
"せっかくですから、覚者様も
少し休んでいかれてはいかがです？
ぐっすりと眠らないといざという時
疲れに足を取られるといいますもの",,Nayajiku
"《展望城》――アッカーシェランの国民としても
わたし個人としても、大変思い入れの深い場所です",,Nayajiku
"魔軍の手に落ちたと知った時は
心の一部まで失ったような思いを
したものですが――",,Nayajiku
"ふふ、今は――
ええ、素直に嬉しいものです！",,Nayajiku
"まさか、わたしがこの辺りの
エリアマスターとして正式に認められることに
なるなんて――",,Nayajiku
"実は、昔この展望城へも
歌を披露しに来たことがあるのですよ
今度は違う立場で招かれるなんて
人生何が起こるかわからないものです",,Nayajiku
"活動拠点が広くなった分
たくさんの避難者たちを受け入れることが
できるようになりました",,Nayajiku
"人が多くなると揉め事や悩み事も
増えるようですが――
これも命あってこそのものですものね",,Nayajiku
"覚者様、もしよろしければ
問題を抱える人たちにお力をお貸しください
みな、喜ぶことでしょう",,Nayajiku
"覚者様、あらためまして
わたしを含め、この村に居るものは皆
戦火を逃れて流れ着いた者ばかり",,Nayajiku
"あなたは解放軍と共に、このアッカーの地に
希望をもたらす方だと聞いています",,Nayajiku
"わたしたちにできる協力は全ていたしましょう
まずはここより近い、安全な場所を
紹介いたします",,Nayajiku
"どうぞ、こちらを――
支援といっても、この程度しか用意できませんが
何かのお役に立つかもしれません",,Nayajiku
"覚者様のお力添えもあり
少しは旅の支えとなりそうなものを
手配できるようになってきました
遠慮なさらず、お持ちになってください",,Nayajiku
"覚者様、何もおっしゃらないで――
ただ、これをお持ちください
わたしたちが取り戻した希望、あなた様に
物資として託させてください",,Nayajiku
"覚者様
この地にて新たな素材が
取れる場所をお教えします
あなたを守る武具に加工できるかもしれません",,Nayajiku
"それと、もしよろしければ――
僅かな希望を胸に戦う兵たちをお救い下さい
どうか、よろしくお願いいたします――",,Nayajiku
"この村からほど近い北の地に
悪しき魔物たちが
集まろうとしているようです――",,Nayajiku
"ここは、わたしたちに唯一のこされた憩いの村
どうかそのお力をお借りできないでしょうか――",,Nayajiku
"覚者様、僅かではありますが
支援品を増やすことができるようになりました
力無きわたしたちも、少しでもお役に立てればと",,Nayajiku
"この大陸の南方を統べる展望城――
王家ゆかりのこの城は、軍事だけでなく
貿易、文化面においても重要な城でした",,Nayajiku
"その城下には、貴重な素材が
手に入る地下遺跡が残っているのです
危険な場所ですが、あなたのお力と
なるかも知れません",,Nayajiku
"このエリア中心部の湿原に悪しき魔物たちが
集まっているようです
覚者様、力を貸していただけないでしょうか？",,Nayajiku
"展望城の奪還――この報せは
アッカーシェランで生きる者にとって
大きな希望となります",,Nayajiku
"長くこの国と共にあった歴史ある城ですから
城自体も、また王家の手に戻ったことを
喜んでいることでしょう！",,Nayajiku
しかし覚者様、少し急ぐべきかも知れません,,Nayajiku
"実は――このエリアの脅威は
ジフール砦の骸の将だけではないのです",,Nayajiku
"近頃、民の間で恐ろしき噂が
囁かれています
――いえ、今は奪還の喜びを享受する時でしょうか
このお話はまたの機会にいたしましょう",,Nayajiku
"覚者様だからこそお伝えできることなのですが――
ジフール砦の南方、ぬかるみの大地の先に
深い闇に包まれた地下水路があります",,Nayajiku
"すでに命無き魔物たちの巣窟となり果てた
恐ろしい場所ではありますが、そこには
特別な価値を持つモノが眠っているそうです",,Nayajiku
"覚者様――
折り入ってお願いがございます
王家の歴史にまつわるとても古い話――",,Nayajiku
"このエリアを蝕む、魔軍とは異なる
脅威についてお話しさせてください",,Nayajiku
"国の言い伝えとなっていた古き魔物が
再び活動を始めていたなんて――",,Nayajiku
"そしてその邪悪な魔物を
討ち果たして頂けただなんて！
この国はまたひとつ救われました――
感謝いたします",,Nayajiku
"あら――
既に別のミッションを受注されているみたいですね",,Nayajiku
"受注されているミッションを取り消して頂き
再度お尋ねください",,Nayajiku
