old,english,speaker
"――お前さん
なかなか見どころがありそうじゃの",,Rudolfo
"その気があるならワシのとっておきを
教えてやらんでもないが",,Rudolfo
"海竜リンドブルムに座礁船
ここからでも浜辺の様子はよぉ見えるわい
お前さんが来る様子もな",,Rudolfo
"このモルトバ灯台はな、今でこそ
神殿から出る洋撃船専用みたいに
なっとるが、もっと昔の時代からあったそうじゃ",,Rudolfo
"外洋が穏やかでヒュージブルもおらず
数多の船が浜の村から出ていた時代にな",,Rudolfo
"んん？
何じゃ、わざわざこんな所に
何をしにきた、特にもてなしもできんぞ",,Rudolfo
"ほう――
そっちの話か、良かろう",,Rudolfo
"ワシはルドルフォ
見ての通り灯台守じゃが、かつては白騎団で
《シールドセージ》の教官をしておった",,Rudolfo
"お前さん、《シールドセージ》として経験を積み
護りのイロハは体得したようじゃの",,Rudolfo
"大盾で敵の攻撃を受けとめ、それを反撃の力たる
フォースへ転化する――",,Rudolfo
"そして、敵の注目を一身に集めることで
仲間の攻撃機会を増やす",,Rudolfo
"もう分かっているだろうが
その大盾は、お前さんのみを守るものにあらず
仲間のための砦でもある",,Rudolfo
"力量はもう十分じゃ
ワシの出す試練を乗り越え、さらなる精進を
してみんか？",,Rudolfo
"よしよし
護りのイロハは体得したようじゃの",,Rudolfo
"では、《シールドセージ》として
本格的に鍛錬を積むがよい",,Rudolfo
"お前さん、かなり護りの術に
長けてきたようじゃの",,Rudolfo
"よし――
ではそろそろ、もう一歩踏み込んだ
技を覚えてみるか",,Rudolfo
"うむ、《シールドセージ》に興味があるのか？
――シールドセージはもともと騎士団と戦に
赴いたプリーストの一団が、防護術に特化し
開いた職と言われていてな",,Rudolfo
"もっとも大きな差は、自身の精神力だけでなく
敵が攻撃に使う力そのものを、護りの力に転化
したという点じゃ",,Rudolfo
"敵の攻撃を防ぎ、かつ力として吸収する大盾は
あれで呪具でもある",,Rudolfo
"ロッドと対で使うことで
力を《フォース》として蓄積し、制御するのじゃ
――む？　ちょっと難しかったかの？",,Rudolfo
"要するに、じゃ
敵の力すら利用し、己自身が皆を守る盾となる者
それがシールドセージということじゃよ",,Rudolfo
"お前さん
《エンチャント》は使っておるか？",,Rudolfo
"火や氷、雷、そして聖に闇
魔物どもには弱点というべき
苦手属性があることが多くてな",,Rudolfo
"そこを突けるかどうかで、戦いの流れは
全く変わると言っても過言ではない
弱点属性をエンチャントしてやれば
味方の火力は一気に上がるじゃろう",,Rudolfo
"《フォース》に属性の力を帯びさせ
武器へ付与する
それがシールドセージのもう一つの
大きな役割じゃな",,Rudolfo
"ふううむ、目を見張る成長じゃ
お前さんに、ワシのとっておきを
伝授する時がきたようだの",,Rudolfo
"《シールドセージ》の真髄とは
己自身が仲間を守る砦となること
そして戦いの行方を導く、確かな
灯台となることじゃ",,Rudolfo
それを心して、この技を修得するがよい,,Rudolfo
"なんじゃお前さん
戦技についての話か？",,Rudolfo
"そうじゃな――ならまずは――
《シールドセージ》となり
ジョブレベル１８を目指すといい",,Rudolfo
"その後、神殿の訓練官――
たしかレンテンとかいったかのう
あの者から正式にワシへの修練紹介を
出してもらうがよい",,Rudolfo
"その時こそ直伝の技を教えてやろう
それまではよく護り、鍛えるのじゃ",,Rudolfo
"ほほぉ、シールドセージとして
なかなか励んでおるようじゃの
そのレベルであれば、より高度な技術を
学んでよい頃かもしれん",,Rudolfo
"とはいえ、急にワシが修練してやるのは
筋違いじゃな
覚者であれば神殿の訓練官――
レンテンとか言ったかのう？",,Rudolfo
"まずはあやつに一報を入れてから
この道を深めるかどうか
今一度考えてみるとよい",,Rudolfo
