old,english,speaker
"ようこそ、《守り人の庵》へ
エラン水林について、何か？",,Musel
"所持品に不足があったり
休息が必要であれば、そこにいる
ディリスが手配いたしますわ",,Musel
"わたしも元はモルフォールにて
勉学を修めるつもりだったのです",,Musel
"ですが、この庵を守る者の座が空いてしまい――
先代に恩があることもあって
この森の復興をお手伝いしています",,Musel
"うふふ――
あ、ごめんなさい
ちょっと考え事をしていました",,Musel
"えっと――
そうそう、自己紹介をしておかないとですね
わたしはエラン水林のエリアマスター
ミューセルと申します",,Musel
"このエラン水林は
フィンダムの中でも特に美しい光景に
恵まれた場所なのです",,Musel
"その自然に敬意を表し、そして守るために
人の定住を制限された区域でもあります",,Musel
"特に「全ての水はエランより湧き出る」とまで
言われる、豊富で清らかな水はこの森無くしては
ありえないものですわ",,Musel
"他の村に森の魔物が降りないよう
また、エラン水林の環境が荒れぬよう
見守るのがわたしの役目ですね",,Musel
"この美しい水林を探索する上で
何かわからないことがあれば
いつでも、この守り人の庵にいらしてくださいませ",,Musel
"これ、よかったらお持ちください
何かの足しになれば",,Musel
"ふふ、エラン水林を気にかけてくださって
ありがとうございます
これ、お役にたちますように――",,Musel
"そうそう、これをあなたにお渡ししなきゃ――
ディリスがあなたのためにって
わざわざ取っておいたものなんですよ、ふふ
日頃の感謝の気持ちです",,Musel
"以前にもご説明したかと思いますが
このエラン水林は美しい環境を守るため
人々の立ち入りを制限しております",,Musel
"ですが、過去には人々が小さな村を作り
森林に配慮しながら生活していたこともあるのです
文献を手繰るに、上手くいっていたようですわ",,Musel
"残念ながら、その村はある日突然
滅んでしまったのですが――
原因は何一つとしてわかっておりません",,Musel
"異国の覚者様
わたしは、このエランに
村を再興したいと考えています
どうかお力添えいただけないでしょうか――",,Musel
"今回の侵食によって
住んでいた村を追われた人々――
エンナやゴビネットのような人たちが、将来安心して
暮らせる場を作りたいのです",,Musel
"まずは調査の足掛かりとして
<SPOT 928>の様子を探るつもりです
――覚者様にも、お心に留めおいていただけると
嬉しく思いますわ",,Musel
"このところ、よくこちらへ足を
運んでくださいますね――",,Musel
"こんなことを聞かれて
驚かれるかも知れませんが
覚者様、子供はお好きでしょうか？",,Musel
"一つ、お願いしたいことがあるのです
もし聞き入れてくださるようなら
もう一度、わたしにお声をかけて
いただけないでしょうか",,Musel
"ここのところ悩まされていたワーグの群れ――
どうやら<STG 814>がワーグの巣と
なっているらしいことを突き止めました",,Musel
"あの場を制圧することができれば
ワーグの数は減るに違いありませんわ！
これは叩かないわけにはまいりません！",,Musel
"ふふ、興奮してしまってごめんなさい
物事が進展していくのが楽しくて――",,Musel
"今日は良いお知らせがあるんですよ！
ワーグが減ったお陰で
崖が崩れていた<SPOT 930>の
復旧作業を進めることができたんです",,Musel
"もう通行可能となっておりますので
いつでもお通りくださいませ！",,Musel
"ああ、あの先は今どうなっているのでしょう――
ワクワクしてしまいます",,Musel
"すでに狩猟と採取のエキスパートの方に
調査を依頼してありますの
どんな調査結果をいただけるのかと
今から胸を膨らませて待ってるんですよ",,Musel
"そうだ
調査、覚者様もいかがでしょうか？
いろんな方の調査結果が聞きたいのです
ご興味があれば、もう一度わたしにお声を！",,Musel
