old,english,speaker
"壁に梯子に岩山にサイクロプスに
まぁ、登るってもいろいろあるけどさ",,Chester
"あんた、何に登りたいの？
俺はある程度なんでもイケるぜ",,Chester
"高いとこ最高だよな！
そのうち、ボルド鉱山の山頂目指してやろうと
思ってんだよね",,Chester
"真面目に登ろうとするなら
ロープとダガ―は必須でしょ",,Chester
"あんたもどう？
登りのノウハウ、教えてもいいぜ",,Chester
"へえ――
ヘイデンのおっさんに紹介されたのか
《シーカー》のこと知りたいってか？
もちろん、歓迎するぜ",,Chester
"そうだな、《シーカー》と言えばまずは
ダガ―を使った素早い連続攻撃――
それからロープを使った
立体移動が特徴だな",,Chester
"オレ達にとっちゃロープは体の一部
自由に伸びる第三の手、みたいなモンさ！",,Chester
"ヒット＆アウェイ、そして何より
デカイ魔物に取りつくロマン！",,Chester
"まるで自分が敵を切り刻む
風にでもなったみたいで気持ちいいぞ？",,Chester
"オレはチェスター、あらためてよろしくな
自由な《シーカー》生活を楽しんでみないか？
課題のクリア、待ってるぜ！",,Chester
"よっ！　調子はどうだ？
今日も登ってるか？",,Chester
"おっ！　いいねぇいいねぇ！
あんた、解ってきたみたいじゃないか",,Chester
"そうさ
《シーカー》ってのは、単に登るだけ
じゃないんだぜ",,Chester
"求めるものを手に入れるため
道の形に縛られることなく
目的を手繰り寄せる者のことなんだ",,Chester
"広い世界を自由に、好きなように
オレやあんたみたいにな",,Chester
"さぁ、これからはそのロープとダガ―を
思うがまま、お前の目的めがけて
振るってやればいいさ！",,Chester
"おぉ！
あんた、あちこち登ってるみたいじゃないか
見りゃ解るぜ",,Chester
"じゃあよ、一つ新しいコツを教えてやるよ
できるようになるまで、ちょっとばかり
練習が要るかもしれないけどな",,Chester
"おぉお、あんた！
気がつけば、初めて会った時とは
雰囲気が全然違うな",,Chester
"よぉし、一人前の《シーカー》になったあんたに
オレの得意技を教えてやるよ
それでさらに、あんたは自由を
手に入れられるようになるはずさ",,Chester
"どれほどの高みを目指せるか
これからは自分との勝負になるぜ",,Chester
"ああ、オレのやってること？
《シーカー》ってんだけどさ
興味ある？",,Chester
"シーカーはロープとダガ―で
険しい足場にデカイ魔物、縦横無尽に登って
走ってを追求する奴さ",,Chester
"身ごなしに自信があるなら
きっと合ってると思うぜ！",,Chester
"オレは純粋に登るのが好きだけど
速さに高さ、魔物に宝に――
何を追求するかは人次第だな",,Chester
"あんたがヘイデンのおっさんが認めるくらい
渓谷に詳しくなれりゃ、《シーカー》として
更なるテクも目指せると思うぜ",,Chester
"でっかい魔物、見たら登りたくなるよな？
特に二本足で立ってる巨人とか",,Chester
"あいつら怒らせた時、よじ登って《揺さぶって》
やったらよ、面白いように体勢崩すんだよな",,Chester
スリルあるから、やってみてくれよ！,,Chester
"おっ！？
あんた、かなりあちこち登ってきたシーカー
みたいだな！",,Chester
"――さては、ヘイデンのおっさんが言ってた
“紹介したい覚者”ってあんたのことだな？
《シーカー》のこと、もっと知りたいってなら
もちろん、歓迎するぜ！",,Chester
"そうだな、《シーカー》と言えばまずは
ダガ―を使った素早い連続攻撃――
それからロープを使った
立体移動が特徴だよな",,Chester
"オレ達にとっちゃロープは体の一部
自由に伸びる第三の手、みたいなモンさ！",,Chester
"ヒット＆アウェイ、そして何より
デカイ魔物に取りつくロマン！",,Chester
"技を磨いて戦場を縦横無尽に
飛び回るベテランのシーカーを目指そうぜ！
まるで自分が敵を切り刻む
風にでもなったみたいで気持ちいいぞ",,Chester
"オレが出す課題をこなせば、
もういっちょ上のテクってヤツを
教えてやるからさ
きっちりついてこいよ？",,Chester
"なーに、あんたならできるさ！
自由のための投資ってやつだ",,Chester
"お、なになに？
オレみたいなシーカーになりたいって？",,Chester
"ま、そう焦ることはないって！
まずは１人で色々やって
思うまま体を動かしてみろよ",,Chester
"そうだな、《シーカー》として
ジョブレベルが１８になったら
もういっちょ上のテクを教えてやるぜ",,Chester
"おっと、その前に神殿にいる訓練官に
挨拶を忘れるなよ
ちゃんと紹介されてからなら
いくらでも教えてやるからさ",,Chester
"おお、あんた結構登ってるみたいだな！
な、シーカーとして次のステップに
進んでみる気は無いか？
そろそろ更なるテクが欲しい頃だろ？",,Chester
"その気があるなら、神殿にいる訓練官に
ちゃんと紹介もらってくれよ
でなきゃ、ヘイデンのおっさんや神殿から
小言いわれるんだわ、オレ",,Chester
