old,english,speaker
"わたしなら楽しんでるよ
心配しないで",,Gillian
"この酒場はいいね
海と空、両方を眺められる
それに楽しげな人がたくさんいるし",,Gillian
"この夏、レスタニアの海に招待してもらったけど
神殿に来るのは初めて",,Gillian
"アッカーシェランとは
似ているところも多いけど、やっぱり
違うところもたくさんあるみたいだ",,Gillian
"この前、メイロワ将軍が招待されたらしいけど
どんな様子だった？
ううん、ちょっと気になるだけ",,Gillian
"待って
それ、わたしが受け取ってもいいもの？
"特別な贈り物"だって聞いてたけど",,Gillian
"違う？　わたしのために用意してくれたの？
――それじゃあ、もらっておくよ
ありがとう",,Gillian
"変わった紙に、絵みたいな文字
見慣れない様式だけど――きれいな手紙だ
これ、アッカーシェランまで大事に
持って帰りたいな",,Gillian
"ここのところ、伝令の持ってくる
書類ばっかり見てたから
何だか緊張するよ",,Gillian
"――あのさ、変なこと聞くけど
こういう贈り物ってどう返事したらいい？
突然慣れないことばっかりで――",,Gillian
"えっと――そうだ
今度こっちに来るときにでも
神殿を案内してほしいんだけど
あなたに",,Gillian
