old,english,speaker
――なんでしょう？,,Boadicea
"遺跡に近づこうなんて思わないでくださいね
あなただけじゃなく、村に災いが
降りかかったらどうするんです",,Boadicea
"わたしはね、ビックリするようなことは
何一つ望んでないんですよ
良いことも悪いこともね",,Boadicea
"何事も無いのが一番――
だから、外から何かを持ちこまないでくださいね",,Boadicea
"若い時は刺激を欲しがりますけどね
何かが変わるのが良いか悪いかなんて
誰も正確に予測できませんよ",,Boadicea
"悪い方にいったらどうするんです
今のままで十分――",,Boadicea
"ああ、怖い、どうしましょう
この気味が悪い空の色――",,Boadicea
"精霊竜セシリーはどうしてまだ目覚めないのかしら
フィンダムが大変なのよ！
どんな理由があったって、眠っている場合じゃないわ",,Boadicea
"ただ平和に暮らしていきたいだけなのに――
どうしてこんなことになるの",,Boadicea
"ねぇ、前みたいに
フィンダムを助けに来てくれたんでしょう？
それとも、わたしたちをどこかへ逃がすために
来てくれたんですか？",,Boadicea
