old,english,speaker
――何か用でも？,,Oengus
"遺跡には近付くことなかれ――
これは昔からこの村に伝わる掟だ
近付いたら、村に一体どんな災いが起こるか――",,Oengus
"その昔、神殿に足を踏み入れた者がいたそうな――
無事に神殿を出ることはできたんだが
安心して後ろを振り返った瞬間――",,Oengus
"神殿の入り口から伸びた巨大な腕に
ズバーッと頭から切り裂かれた！！",,Oengus
"――という話もあるんだぞ
古い場所には近寄らないことだ",,Oengus
"――お前さん
自分だけは強いから
遺跡の災いも怖くないと思ってるんじゃないか？
思い上がりだぞ、それは",,Oengus
"あの渦を見ろ！
はやくどうにかしてくれ！",,Oengus
"こんな空は見たことがない
ああ、一生見たくなかった！",,Oengus
"とんでもないことになるぞ――
災いだ、きっとこれこそが遺跡の災いだ！",,Oengus
"どこかに逃げないといけないんじゃないか？
キアランは落ち着くべきだと言っていたが
本当は自分たちだけ逃げるつもりなんじゃ――？
く、口ではなんとでも言えるぞ",,Oengus
